ciclo,carrera,tramo_desde,tramo_hasta,resultado,postulantes
2024,INGENIERIA CIVIL,100,110,no_ingresante,4
2024,INGENIERIA CIVIL,110,120,ingresante,2
2024,INGENIERIA CIVIL,110,120,no_ingresante,6
2024,INGENIERIA CIVIL,120,130,no_ingresante,19
2024,INGENIERIA CIVIL,130,140,ingresante,4
2024,INGENIERIA CIVIL,130,140,no_ingresante,33
2024,INGENIERIA CIVIL,140,150,ingresante,13
2024,INGENIERIA CIVIL,140,150,no_ingresante,49
2024,INGENIERIA CIVIL,150,160,ingresante,56
2024,INGENIERIA CIVIL,150,160,no_ingresante,24
2024,INGENIERIA CIVIL,160,170,ingresante,53
2024,INGENIERIA CIVIL,160,170,no_ingresante,5
2024,INGENIERIA CIVIL,170,180,ingresante,27
2024,INGENIERIA CIVIL,170,180,no_ingresante,3
2024,INGENIERIA CIVIL,180,190,ingresante,22
2024,INGENIERIA CIVIL,180,190,no_ingresante,1
2024,INGENIERIA CIVIL,190,200,ingresante,15
2024,INGENIERIA CIVIL,200,210,ingresante,7
2024,INGENIERIA CIVIL,210,220,ingresante,11
2024,INGENIERIA CIVIL,220,230,ingresante,4
2024,INGENIERIA CIVIL,230,240,ingresante,2
2024,INGENIERIA CIVIL,240,250,ingresante,1
2024,INGENIERIA CIVIL,250,260,ingresante,3
2024,INGENIERIA CIVIL,260,270,ingresante,1
2024,INGENIERIA CIVIL,270,280,ingresante,1
2024,INGENIERIA CIVIL,280,290,ingresante,1
2024,INGENIERIA COMERCIAL,50,60,no_ingresante,1
2024,INGENIERIA COMERCIAL,70,80,no_ingresante,1
2024,INGENIERIA COMERCIAL,80,90,no_ingresante,3
2024,INGENIERIA COMERCIAL,100,110,no_ingresante,4
2024,INGENIERIA COMERCIAL,110,120,ingresante,1
2024,INGENIERIA COMERCIAL,110,120,no_ingresante,1
2024,INGENIERIA COMERCIAL,120,130,ingresante,4
2024,INGENIERIA COMERCIAL,120,130,no_ingresante,11
2024,INGENIERIA COMERCIAL,130,140,ingresante,17
2024,INGENIERIA COMERCIAL,130,140,no_ingresante,8
2024,INGENIERIA COMERCIAL,140,150,ingresante,36
2024,INGENIERIA COMERCIAL,140,150,no_ingresante,2
2024,INGENIERIA COMERCIAL,150,160,ingresante,33
2024,INGENIERIA COMERCIAL,160,170,ingresante,29
2024,INGENIERIA COMERCIAL,170,180,ingresante,20
2024,INGENIERIA COMERCIAL,180,190,ingresante,21
2024,INGENIERIA COMERCIAL,190,200,ingresante,10
2024,INGENIERIA COMERCIAL,200,210,ingresante,9
2024,INGENIERIA COMERCIAL,210,220,ingresante,5
2024,INGENIERIA COMERCIAL,220,230,ingresante,6
2024,INGENIERIA COMERCIAL,230,240,ingresante,1
2024,INGENIERIA COMERCIAL,250,260,ingresante,1
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,0,10,no_ingresante,2
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,40,50,no_ingresante,2
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,80,90,ingresante,1
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,80,90,no_ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,90,100,no_ingresante,1
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,100,110,ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,100,110,no_ingresante,5
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,110,120,ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,110,120,no_ingresante,2
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,120,130,ingresante,7
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,120,130,no_ingresante,4
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,130,140,ingresante,10
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,130,140,no_ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,140,150,ingresante,6
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,140,150,no_ingresante,5
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,150,160,ingresante,6
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,150,160,no_ingresante,4
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,160,170,ingresante,8
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,170,180,ingresante,8
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,180,190,ingresante,6
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,190,200,ingresante,5
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,200,210,ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,210,220,ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,220,230,ingresante,3
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,230,240,ingresante,2
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,250,260,ingresante,1
2024,INGENIERIA DE MINAS,0,10,no_ingresante,3
2024,INGENIERIA DE MINAS,20,30,no_ingresante,1
2024,INGENIERIA DE MINAS,40,50,no_ingresante,3
2024,INGENIERIA DE MINAS,50,60,no_ingresante,3
2024,INGENIERIA DE MINAS,70,80,no_ingresante,1
2024,INGENIERIA DE MINAS,80,90,no_ingresante,2
2024,INGENIERIA DE MINAS,90,100,no_ingresante,3
2024,INGENIERIA DE MINAS,100,110,no_ingresante,4
2024,INGENIERIA DE MINAS,110,120,no_ingresante,8
2024,INGENIERIA DE MINAS,120,130,ingresante,3
2024,INGENIERIA DE MINAS,120,130,no_ingresante,14
2024,INGENIERIA DE MINAS,130,140,ingresante,3
2024,INGENIERIA DE MINAS,130,140,no_ingresante,20
2024,INGENIERIA DE MINAS,140,150,ingresante,22
2024,INGENIERIA DE MINAS,140,150,no_ingresante,19
2024,INGENIERIA DE MINAS,150,160,ingresante,31
2024,INGENIERIA DE MINAS,150,160,no_ingresante,5
2024,INGENIERIA DE MINAS,160,170,ingresante,23
2024,INGENIERIA DE MINAS,160,170,no_ingresante,2
2024,INGENIERIA DE MINAS,170,180,ingresante,16
2024,INGENIERIA DE MINAS,170,180,no_ingresante,3
2024,INGENIERIA DE MINAS,180,190,ingresante,7
2024,INGENIERIA DE MINAS,190,200,ingresante,10
2024,INGENIERIA DE MINAS,200,210,ingresante,4
2024,INGENIERIA DE MINAS,210,220,ingresante,1
2024,INGENIERIA DE MINAS,230,240,ingresante,1
2024,INGENIERIA DE MINAS,250,260,ingresante,1
2024,INGENIERIA DE MINAS,280,290,ingresante,1
2024,INGENIERIA DE SISTEMAS,0,10,no_ingresante,1
2024,INGENIERIA DE SISTEMAS,20,30,no_ingresante,1
2024,INGENIERIA DE SISTEMAS,40,50,no_ingresante,1
2024,INGENIERIA DE SISTEMAS,50,60,no_ingresante,1
2024,INGENIERIA DE SISTEMAS,60,70,no_ingresante,2
2024,INGENIERIA DE SISTEMAS,70,80,no_ingresante,3
2024,INGENIERIA DE SISTEMAS,80,90,no_ingresante,6
2024,INGENIERIA DE SISTEMAS,90,100,no_ingresante,4
2024,INGENIERIA DE SISTEMAS,100,110,ingresante,3
2024,INGENIERIA DE SISTEMAS,100,110,no_ingresante,5
2024,INGENIERIA DE SISTEMAS,110,120,ingresante,2
2024,INGENIERIA DE SISTEMAS,110,120,no_ingresante,10
2024,INGENIERIA DE SISTEMAS,120,130,no_ingresante,25
2024,INGENIERIA DE SISTEMAS,130,140,ingresante,12
2024,INGENIERIA DE SISTEMAS,130,140,no_ingresante,33
2024,INGENIERIA DE SISTEMAS,140,150,ingresante,32
2024,INGENIERIA DE SISTEMAS,140,150,no_ingresante,20
2024,INGENIERIA DE SISTEMAS,150,160,ingresante,38
2024,INGENIERIA DE SISTEMAS,150,160,no_ingresante,9
2024,INGENIERIA DE SISTEMAS,160,170,ingresante,49
2024,INGENIERIA DE SISTEMAS,160,170,no_ingresante,3
2024,INGENIERIA DE SISTEMAS,170,180,ingresante,27
2024,INGENIERIA DE SISTEMAS,180,190,ingresante,18
2024,INGENIERIA DE SISTEMAS,190,200,ingresante,12
2024,INGENIERIA DE SISTEMAS,200,210,ingresante,7
2024,INGENIERIA DE SISTEMAS,210,220,ingresante,11
2024,INGENIERIA DE SISTEMAS,220,230,ingresante,7
2024,INGENIERIA DE SISTEMAS,230,240,ingresante,1
2024,INGENIERIA DE SISTEMAS,240,250,ingresante,2
2024,INGENIERIA DE SISTEMAS,250,260,ingresante,1
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",70,80,no_ingresante,2
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",110,120,ingresante,4
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",120,130,ingresante,2
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",130,140,ingresante,4
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",140,150,ingresante,3
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",150,160,ingresante,3
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",160,170,ingresante,3
2024,INGENIERIA INDUSTRIAL,10,20,no_ingresante,1
2024,INGENIERIA INDUSTRIAL,30,40,no_ingresante,1
2024,INGENIERIA INDUSTRIAL,40,50,no_ingresante,2
2024,INGENIERIA INDUSTRIAL,50,60,no_ingresante,1
2024,INGENIERIA INDUSTRIAL,60,70,no_ingresante,4
2024,INGENIERIA INDUSTRIAL,70,80,no_ingresante,3
2024,INGENIERIA INDUSTRIAL,80,90,no_ingresante,1
2024,INGENIERIA INDUSTRIAL,90,100,ingresante,1
2024,INGENIERIA INDUSTRIAL,90,100,no_ingresante,5
2024,INGENIERIA INDUSTRIAL,100,110,ingresante,1
2024,INGENIERIA INDUSTRIAL,100,110,no_ingresante,7
2024,INGENIERIA INDUSTRIAL,110,120,ingresante,6
2024,INGENIERIA INDUSTRIAL,110,120,no_ingresante,7
2024,INGENIERIA INDUSTRIAL,120,130,ingresante,10
2024,INGENIERIA INDUSTRIAL,120,130,no_ingresante,12
2024,INGENIERIA INDUSTRIAL,130,140,ingresante,18
2024,INGENIERIA INDUSTRIAL,130,140,no_ingresante,30
2024,INGENIERIA INDUSTRIAL,140,150,ingresante,50
2024,INGENIERIA INDUSTRIAL,140,150,no_ingresante,11
2024,INGENIERIA INDUSTRIAL,150,160,ingresante,52
2024,INGENIERIA INDUSTRIAL,150,160,no_ingresante,4
2024,INGENIERIA INDUSTRIAL,160,170,ingresante,63
2024,INGENIERIA INDUSTRIAL,160,170,no_ingresante,2
2024,INGENIERIA INDUSTRIAL,170,180,ingresante,24
2024,INGENIERIA INDUSTRIAL,170,180,no_ingresante,5
2024,INGENIERIA INDUSTRIAL,180,190,ingresante,26
2024,INGENIERIA INDUSTRIAL,180,190,no_ingresante,1
2024,INGENIERIA INDUSTRIAL,190,200,ingresante,20
2024,INGENIERIA INDUSTRIAL,200,210,ingresante,11
2024,INGENIERIA INDUSTRIAL,210,220,ingresante,7
2024,INGENIERIA INDUSTRIAL,220,230,ingresante,3
2024,INGENIERIA INDUSTRIAL,230,240,ingresante,5
2024,INGENIERIA INDUSTRIAL,240,250,ingresante,3
2024,INGENIERIA INDUSTRIAL,260,270,ingresante,2
2024,INGENIERIA MECANICA,0,10,no_ingresante,1
2024,INGENIERIA MECANICA,50,60,no_ingresante,2
2024,INGENIERIA MECANICA,80,90,no_ingresante,1
2024,INGENIERIA MECANICA,110,120,ingresante,4
2024,INGENIERIA MECANICA,110,120,no_ingresante,1
2024,INGENIERIA MECANICA,120,130,ingresante,6
2024,INGENIERIA MECANICA,120,130,no_ingresante,2
2024,INGENIERIA MECANICA,130,140,ingresante,24
2024,INGENIERIA MECANICA,130,140,no_ingresante,5
2024,INGENIERIA MECANICA,140,150,ingresante,14
2024,INGENIERIA MECANICA,140,150,no_ingresante,5
2024,INGENIERIA MECANICA,150,160,ingresante,25
2024,INGENIERIA MECANICA,160,170,ingresante,14
2024,INGENIERIA MECANICA,170,180,ingresante,14
2024,INGENIERIA MECANICA,180,190,ingresante,7
2024,INGENIERIA MECANICA,190,200,ingresante,2
2024,INGENIERIA MECANICA,200,210,ingresante,5
2024,INGENIERIA MECANICA,210,220,ingresante,2
2024,INGENIERIA MECANICA,220,230,ingresante,2
2024,INGENIERIA MECANICA,230,240,ingresante,2
2024,INGENIERIA MECANICA,270,280,ingresante,1
2024,INGENIERIA MECANICA ELECTRICA,60,70,no_ingresante,1
2024,INGENIERIA MECANICA ELECTRICA,80,90,no_ingresante,3
2024,INGENIERIA MECANICA ELECTRICA,110,120,ingresante,3
2024,INGENIERIA MECANICA ELECTRICA,120,130,ingresante,4
2024,INGENIERIA MECANICA ELECTRICA,120,130,no_ingresante,2
2024,INGENIERIA MECANICA ELECTRICA,130,140,ingresante,6
2024,INGENIERIA MECANICA ELECTRICA,130,140,no_ingresante,3
2024,INGENIERIA MECANICA ELECTRICA,140,150,ingresante,14
2024,INGENIERIA MECANICA ELECTRICA,140,150,no_ingresante,5
2024,INGENIERIA MECANICA ELECTRICA,150,160,ingresante,4
2024,INGENIERIA MECANICA ELECTRICA,160,170,ingresante,15
2024,INGENIERIA MECANICA ELECTRICA,170,180,ingresante,6
2024,INGENIERIA MECANICA ELECTRICA,180,190,ingresante,3
2024,INGENIERIA MECANICA ELECTRICA,190,200,ingresante,2
2024,INGENIERIA MECANICA ELECTRICA,200,210,ingresante,3
2024,INGENIERIA MECANICA ELECTRICA,210,220,ingresante,3
2024,INGENIERIA MECANICA ELECTRICA,220,230,ingresante,1
2024,INGENIERIA MECANICA ELECTRICA,250,260,ingresante,1
2024,INGENIERIA MECATRONICA,50,60,no_ingresante,1
2024,INGENIERIA MECATRONICA,80,90,no_ingresante,1
2024,INGENIERIA MECATRONICA,90,100,no_ingresante,3
2024,INGENIERIA MECATRONICA,100,110,no_ingresante,3
2024,INGENIERIA MECATRONICA,110,120,ingresante,1
2024,INGENIERIA MECATRONICA,110,120,no_ingresante,5
2024,INGENIERIA MECATRONICA,120,130,ingresante,3
2024,INGENIERIA MECATRONICA,120,130,no_ingresante,4
2024,INGENIERIA MECATRONICA,130,140,ingresante,13
2024,INGENIERIA MECATRONICA,130,140,no_ingresante,10
2024,INGENIERIA MECATRONICA,140,150,ingresante,18
2024,INGENIERIA MECATRONICA,140,150,no_ingresante,5
2024,INGENIERIA MECATRONICA,150,160,ingresante,20
2024,INGENIERIA MECATRONICA,150,160,no_ingresante,4
2024,INGENIERIA MECATRONICA,160,170,ingresante,24
2024,INGENIERIA MECATRONICA,160,170,no_ingresante,2
2024,INGENIERIA MECATRONICA,170,180,ingresante,11
2024,INGENIERIA MECATRONICA,180,190,ingresante,16
2024,INGENIERIA MECATRONICA,190,200,ingresante,8
2024,INGENIERIA MECATRONICA,200,210,ingresante,4
2024,INGENIERIA MECATRONICA,210,220,ingresante,6
2024,INGENIERIA MECATRONICA,220,230,ingresante,6
2024,INGENIERIA MECATRONICA,250,260,ingresante,1
2024,INGENIERIA MECATRONICA,270,280,ingresante,1
2024,MARKETING DIGITAL,40,50,no_ingresante,1
2024,MARKETING DIGITAL,60,70,no_ingresante,1
2024,MARKETING DIGITAL,80,90,no_ingresante,1
2024,MARKETING DIGITAL,100,110,no_ingresante,1
2024,MARKETING DIGITAL,110,120,no_ingresante,1
2024,MARKETING DIGITAL,120,130,ingresante,1
2024,MARKETING DIGITAL,120,130,no_ingresante,5
2024,MARKETING DIGITAL,130,140,ingresante,1
2024,MARKETING DIGITAL,130,140,no_ingresante,3
2024,MARKETING DIGITAL,140,150,ingresante,2
2024,MARKETING DIGITAL,140,150,no_ingresante,3
2024,MARKETING DIGITAL,150,160,ingresante,1
2024,MARKETING DIGITAL,150,160,no_ingresante,1
2024,MARKETING DIGITAL,160,170,ingresante,6
2024,MARKETING DIGITAL,170,180,ingresante,2
2024,MARKETING DIGITAL,180,190,ingresante,2
2024,MARKETING DIGITAL,190,200,ingresante,3
2024,MARKETING DIGITAL,200,210,ingresante,3
2024,MARKETING DIGITAL,210,220,ingresante,4
2024,MARKETING DIGITAL,220,230,ingresante,1
2024,MARKETING DIGITAL,230,240,ingresante,4
2024,MARKETING Y GESTION COMERCIAL,60,70,no_ingresante,1
2024,MARKETING Y GESTION COMERCIAL,70,80,no_ingresante,1
2024,MARKETING Y GESTION COMERCIAL,90,100,no_ingresante,3
2024,MARKETING Y GESTION COMERCIAL,100,110,no_ingresante,1
2024,MARKETING Y GESTION COMERCIAL,110,120,ingresante,2
2024,MARKETING Y GESTION COMERCIAL,110,120,no_ingresante,3
2024,MARKETING Y GESTION COMERCIAL,120,130,ingresante,3
2024,MARKETING Y GESTION COMERCIAL,120,130,no_ingresante,3
2024,MARKETING Y GESTION COMERCIAL,130,140,ingresante,1
2024,MARKETING Y GESTION COMERCIAL,130,140,no_ingresante,3
2024,MARKETING Y GESTION COMERCIAL,140,150,ingresante,1
2024,MARKETING Y GESTION COMERCIAL,140,150,no_ingresante,2
2024,MARKETING Y GESTION COMERCIAL,150,160,ingresante,3
2024,MARKETING Y GESTION COMERCIAL,150,160,no_ingresante,3
2024,MARKETING Y GESTION COMERCIAL,160,170,ingresante,7
2024,MARKETING Y GESTION COMERCIAL,170,180,ingresante,5
2024,MARKETING Y GESTION COMERCIAL,180,190,ingresante,6
2024,MARKETING Y GESTION COMERCIAL,190,200,ingresante,3
2024,MARKETING Y GESTION COMERCIAL,200,210,ingresante,5
2024,MARKETING Y GESTION COMERCIAL,210,220,ingresante,6
2024,MARKETING Y GESTION COMERCIAL,220,230,ingresante,5
2024,MARKETING Y GESTION COMERCIAL,240,250,ingresante,1
2024,MEDICINA HUMANA,0,10,no_ingresante,6
2024,MEDICINA HUMANA,10,20,no_ingresante,1
2024,MEDICINA HUMANA,20,30,no_ingresante,1
2024,MEDICINA HUMANA,30,40,no_ingresante,3
2024,MEDICINA HUMANA,40,50,no_ingresante,5
2024,MEDICINA HUMANA,50,60,no_ingresante,6
2024,MEDICINA HUMANA,60,70,no_ingresante,13
2024,MEDICINA HUMANA,70,80,no_ingresante,15
2024,MEDICINA HUMANA,80,90,no_ingresante,64
2024,MEDICINA HUMANA,90,100,no_ingresante,101
2024,MEDICINA HUMANA,100,110,no_ingresante,108
2024,MEDICINA HUMANA,110,120,no_ingresante,83
2024,MEDICINA HUMANA,120,130,no_ingresante,113
2024,MEDICINA HUMANA,130,140,ingresante,1
2024,MEDICINA HUMANA,130,140,no_ingresante,204
2024,MEDICINA HUMANA,140,150,ingresante,2
2024,MEDICINA HUMANA,140,150,no_ingresante,286
2024,MEDICINA HUMANA,150,160,ingresante,9
2024,MEDICINA HUMANA,150,160,no_ingresante,408
2024,MEDICINA HUMANA,160,170,ingresante,4
2024,MEDICINA HUMANA,160,170,no_ingresante,489
2024,MEDICINA HUMANA,170,180,ingresante,6
2024,MEDICINA HUMANA,170,180,no_ingresante,430
2024,MEDICINA HUMANA,180,190,ingresante,11
2024,MEDICINA HUMANA,180,190,no_ingresante,422
2024,MEDICINA HUMANA,190,200,ingresante,42
2024,MEDICINA HUMANA,190,200,no_ingresante,295
2024,MEDICINA HUMANA,200,210,ingresante,39
2024,MEDICINA HUMANA,200,210,no_ingresante,220
2024,MEDICINA HUMANA,210,220,ingresante,45
2024,MEDICINA HUMANA,210,220,no_ingresante,132
2024,MEDICINA HUMANA,220,230,ingresante,38
2024,MEDICINA HUMANA,220,230,no_ingresante,116
2024,MEDICINA HUMANA,230,240,ingresante,18
2024,MEDICINA HUMANA,230,240,no_ingresante,96
2024,MEDICINA HUMANA,240,250,ingresante,21
2024,MEDICINA HUMANA,240,250,no_ingresante,63
2024,MEDICINA HUMANA,250,260,ingresante,39
2024,MEDICINA HUMANA,250,260,no_ingresante,8
2024,MEDICINA HUMANA,260,270,ingresante,20
2024,MEDICINA HUMANA,270,280,ingresante,1
2024,MEDICINA HUMANA,280,290,ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,0,10,no_ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,30,40,no_ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,40,50,no_ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,60,70,no_ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,70,80,no_ingresante,5
2024,MEDICINA VETERINARIA Y ZOOTECNIA,80,90,no_ingresante,8
2024,MEDICINA VETERINARIA Y ZOOTECNIA,90,100,no_ingresante,6
2024,MEDICINA VETERINARIA Y ZOOTECNIA,100,110,ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,100,110,no_ingresante,5
2024,MEDICINA VETERINARIA Y ZOOTECNIA,110,120,ingresante,3
2024,MEDICINA VETERINARIA Y ZOOTECNIA,110,120,no_ingresante,17
2024,MEDICINA VETERINARIA Y ZOOTECNIA,120,130,ingresante,14
2024,MEDICINA VETERINARIA Y ZOOTECNIA,120,130,no_ingresante,30
2024,MEDICINA VETERINARIA Y ZOOTECNIA,130,140,ingresante,25
2024,MEDICINA VETERINARIA Y ZOOTECNIA,130,140,no_ingresante,56
2024,MEDICINA VETERINARIA Y ZOOTECNIA,140,150,ingresante,54
2024,MEDICINA VETERINARIA Y ZOOTECNIA,140,150,no_ingresante,15
2024,MEDICINA VETERINARIA Y ZOOTECNIA,150,160,ingresante,43
2024,MEDICINA VETERINARIA Y ZOOTECNIA,150,160,no_ingresante,4
2024,MEDICINA VETERINARIA Y ZOOTECNIA,160,170,ingresante,23
2024,MEDICINA VETERINARIA Y ZOOTECNIA,160,170,no_ingresante,7
2024,MEDICINA VETERINARIA Y ZOOTECNIA,170,180,ingresante,15
2024,MEDICINA VETERINARIA Y ZOOTECNIA,170,180,no_ingresante,3
2024,MEDICINA VETERINARIA Y ZOOTECNIA,180,190,ingresante,13
2024,MEDICINA VETERINARIA Y ZOOTECNIA,190,200,ingresante,6
2024,MEDICINA VETERINARIA Y ZOOTECNIA,190,200,no_ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,200,210,ingresante,5
2024,MEDICINA VETERINARIA Y ZOOTECNIA,210,220,ingresante,9
2024,MEDICINA VETERINARIA Y ZOOTECNIA,220,230,ingresante,4
2024,MEDICINA VETERINARIA Y ZOOTECNIA,230,240,ingresante,1
2024,MEDICINA VETERINARIA Y ZOOTECNIA,240,250,ingresante,1
2024,OBSTETRICIA Y PUERICULTURA,0,10,no_ingresante,1
2024,OBSTETRICIA Y PUERICULTURA,10,20,no_ingresante,1
2024,OBSTETRICIA Y PUERICULTURA,30,40,no_ingresante,3
2024,OBSTETRICIA Y PUERICULTURA,40,50,no_ingresante,1
2024,OBSTETRICIA Y PUERICULTURA,50,60,no_ingresante,3
2024,OBSTETRICIA Y PUERICULTURA,70,80,no_ingresante,3
2024,OBSTETRICIA Y PUERICULTURA,80,90,no_ingresante,9
2024,OBSTETRICIA Y PUERICULTURA,90,100,no_ingresante,4
2024,OBSTETRICIA Y PUERICULTURA,100,110,no_ingresante,5
2024,OBSTETRICIA Y PUERICULTURA,110,120,no_ingresante,16
2024,OBSTETRICIA Y PUERICULTURA,120,130,ingresante,7
2024,OBSTETRICIA Y PUERICULTURA,120,130,no_ingresante,34
2024,OBSTETRICIA Y PUERICULTURA,130,140,ingresante,12
2024,OBSTETRICIA Y PUERICULTURA,130,140,no_ingresante,38
2024,OBSTETRICIA Y PUERICULTURA,140,150,ingresante,28
2024,OBSTETRICIA Y PUERICULTURA,140,150,no_ingresante,42
2024,OBSTETRICIA Y PUERICULTURA,150,160,ingresante,27
2024,OBSTETRICIA Y PUERICULTURA,150,160,no_ingresante,10
2024,OBSTETRICIA Y PUERICULTURA,160,170,ingresante,25
2024,OBSTETRICIA Y PUERICULTURA,160,170,no_ingresante,12
2024,OBSTETRICIA Y PUERICULTURA,170,180,ingresante,20
2024,OBSTETRICIA Y PUERICULTURA,170,180,no_ingresante,4
2024,OBSTETRICIA Y PUERICULTURA,180,190,ingresante,16
2024,OBSTETRICIA Y PUERICULTURA,180,190,no_ingresante,4
2024,OBSTETRICIA Y PUERICULTURA,190,200,ingresante,5
2024,OBSTETRICIA Y PUERICULTURA,200,210,ingresante,5
2024,ODONTOLOGIA,30,40,no_ingresante,1
2024,ODONTOLOGIA,40,50,no_ingresante,2
2024,ODONTOLOGIA,50,60,no_ingresante,1
2024,ODONTOLOGIA,60,70,no_ingresante,1
2024,ODONTOLOGIA,70,80,no_ingresante,1
2024,ODONTOLOGIA,80,90,no_ingresante,4
2024,ODONTOLOGIA,90,100,no_ingresante,5
2024,ODONTOLOGIA,100,110,no_ingresante,8
2024,ODONTOLOGIA,110,120,no_ingresante,11
2024,ODONTOLOGIA,120,130,ingresante,1
2024,ODONTOLOGIA,120,130,no_ingresante,22
2024,ODONTOLOGIA,130,140,ingresante,1
2024,ODONTOLOGIA,130,140,no_ingresante,54
2024,ODONTOLOGIA,140,150,ingresante,8
2024,ODONTOLOGIA,140,150,no_ingresante,76
2024,ODONTOLOGIA,150,160,ingresante,44
2024,ODONTOLOGIA,150,160,no_ingresante,29
2024,ODONTOLOGIA,160,170,ingresante,46
2024,ODONTOLOGIA,160,170,no_ingresante,10
2024,ODONTOLOGIA,170,180,ingresante,38
2024,ODONTOLOGIA,170,180,no_ingresante,10
2024,ODONTOLOGIA,180,190,ingresante,33
2024,ODONTOLOGIA,180,190,no_ingresante,6
2024,ODONTOLOGIA,190,200,ingresante,17
2024,ODONTOLOGIA,190,200,no_ingresante,2
2024,ODONTOLOGIA,200,210,ingresante,9
2024,ODONTOLOGIA,210,220,ingresante,6
2024,ODONTOLOGIA,220,230,ingresante,4
2024,ODONTOLOGIA,230,240,ingresante,4
2024,ODONTOLOGIA,250,260,ingresante,1
2024,ODONTOLOGIA,270,280,ingresante,1
2024,PSICOLOGIA,40,50,no_ingresante,6
2024,PSICOLOGIA,50,60,no_ingresante,3
2024,PSICOLOGIA,60,70,no_ingresante,3
2024,PSICOLOGIA,70,80,no_ingresante,2
2024,PSICOLOGIA,80,90,no_ingresante,9
2024,PSICOLOGIA,90,100,no_ingresante,10
2024,PSICOLOGIA,100,110,no_ingresante,11
2024,PSICOLOGIA,110,120,no_ingresante,17
2024,PSICOLOGIA,120,130,no_ingresante,31
2024,PSICOLOGIA,130,140,ingresante,5
2024,PSICOLOGIA,130,140,no_ingresante,69
2024,PSICOLOGIA,140,150,ingresante,3
2024,PSICOLOGIA,140,150,no_ingresante,86
2024,PSICOLOGIA,150,160,ingresante,8
2024,PSICOLOGIA,150,160,no_ingresante,60
2024,PSICOLOGIA,160,170,ingresante,46
2024,PSICOLOGIA,160,170,no_ingresante,45
2024,PSICOLOGIA,170,180,ingresante,60
2024,PSICOLOGIA,170,180,no_ingresante,13
2024,PSICOLOGIA,180,190,ingresante,46
2024,PSICOLOGIA,180,190,no_ingresante,1
2024,PSICOLOGIA,190,200,ingresante,25
2024,PSICOLOGIA,190,200,no_ingresante,1
2024,PSICOLOGIA,200,210,ingresante,19
2024,PSICOLOGIA,210,220,ingresante,10
2024,PSICOLOGIA,220,230,ingresante,4
2024,PSICOLOGIA,230,240,ingresante,1
2024,PSICOLOGIA,240,250,ingresante,3
2024,PSICOLOGIA,260,270,ingresante,1
2024,PUBLICIDAD Y MULTIMEDIA,0,10,no_ingresante,1
2024,PUBLICIDAD Y MULTIMEDIA,30,40,no_ingresante,1
2024,PUBLICIDAD Y MULTIMEDIA,40,50,no_ingresante,1
2024,PUBLICIDAD Y MULTIMEDIA,50,60,no_ingresante,1
2024,PUBLICIDAD Y MULTIMEDIA,60,70,no_ingresante,1
