ciclo,carrera,tramo_desde,tramo_hasta,resultado,postulantes
2022,INGENIERIA MECANICA ELECTRICA,150,160,ingresante,2
2022,INGENIERIA MECANICA ELECTRICA,170,180,ingresante,1
2022,INGENIERIA MECANICA ELECTRICA,180,190,ingresante,1
2022,INGENIERIA MECANICA ELECTRICA,200,210,ingresante,1
2022,INGENIERIA MECANICA ELECTRICA,220,230,ingresante,1
2022,INGENIERIA MECATRONICA,0,10,no_ingresante,4
2022,INGENIERIA MECATRONICA,40,50,ingresante,3
2022,INGENIERIA MECATRONICA,50,60,ingresante,5
2022,INGENIERIA MECATRONICA,60,70,ingresante,25
2022,INGENIERIA MECATRONICA,60,70,no_ingresante,1
2022,INGENIERIA MECATRONICA,70,80,ingresante,43
2022,INGENIERIA MECATRONICA,80,90,ingresante,33
2022,INGENIERIA MECATRONICA,90,100,ingresante,9
2022,INGENIERIA MECATRONICA,100,110,ingresante,2
2022,INGENIERIA MECATRONICA,110,120,ingresante,2
2022,INGENIERIA MECATRONICA,120,130,ingresante,1
2022,INGENIERIA MECATRONICA,130,140,ingresante,1
2022,INGENIERIA MECATRONICA,140,150,ingresante,3
2022,INGENIERIA MECATRONICA,150,160,ingresante,1
2022,INGENIERIA MECATRONICA,160,170,ingresante,1
2022,INGENIERIA MECATRONICA,170,180,ingresante,1
2022,INGENIERIA MECATRONICA,180,190,ingresante,7
2022,INGENIERIA MECATRONICA,190,200,ingresante,2
2022,INGENIERIA MECATRONICA,200,210,ingresante,9
2022,INGENIERIA MECATRONICA,210,220,ingresante,5
2022,INGENIERIA MECATRONICA,220,230,ingresante,2
2022,INGENIERIA MECATRONICA,250,260,ingresante,2
2022,MEDICINA HUMANA,0,10,no_ingresante,36
2022,MEDICINA HUMANA,10,20,no_ingresante,27
2022,MEDICINA HUMANA,20,30,ingresante,7
2022,MEDICINA HUMANA,20,30,no_ingresante,11
2022,MEDICINA HUMANA,30,40,ingresante,1
2022,MEDICINA HUMANA,30,40,no_ingresante,3
2022,MEDICINA HUMANA,40,50,no_ingresante,15
2022,MEDICINA HUMANA,50,60,no_ingresante,76
2022,MEDICINA HUMANA,60,70,no_ingresante,178
2022,MEDICINA HUMANA,70,80,no_ingresante,329
2022,MEDICINA HUMANA,80,90,ingresante,2
2022,MEDICINA HUMANA,80,90,no_ingresante,543
2022,MEDICINA HUMANA,90,100,ingresante,10
2022,MEDICINA HUMANA,90,100,no_ingresante,462
2022,MEDICINA HUMANA,100,110,ingresante,46
2022,MEDICINA HUMANA,100,110,no_ingresante,54
2022,MEDICINA HUMANA,110,120,no_ingresante,36
2022,MEDICINA HUMANA,120,130,no_ingresante,26
2022,MEDICINA HUMANA,130,140,no_ingresante,34
2022,MEDICINA HUMANA,140,150,no_ingresante,33
2022,MEDICINA HUMANA,150,160,no_ingresante,51
2022,MEDICINA HUMANA,160,170,no_ingresante,80
2022,MEDICINA HUMANA,170,180,no_ingresante,75
2022,MEDICINA HUMANA,180,190,no_ingresante,77
2022,MEDICINA HUMANA,190,200,no_ingresante,70
2022,MEDICINA HUMANA,200,210,no_ingresante,116
2022,MEDICINA HUMANA,210,220,no_ingresante,142
2022,MEDICINA HUMANA,220,230,ingresante,3
2022,MEDICINA HUMANA,220,230,no_ingresante,174
2022,MEDICINA HUMANA,230,240,ingresante,8
2022,MEDICINA HUMANA,230,240,no_ingresante,201
2022,MEDICINA HUMANA,240,250,ingresante,6
2022,MEDICINA HUMANA,240,250,no_ingresante,218
2022,MEDICINA HUMANA,250,260,ingresante,32
2022,MEDICINA HUMANA,250,260,no_ingresante,95
2022,MEDICINA HUMANA,260,270,ingresante,29
2022,MEDICINA HUMANA,260,270,no_ingresante,8
2022,MEDICINA HUMANA,270,280,ingresante,5
2022,MEDICINA HUMANA,270,280,no_ingresante,1
2022,MEDICINA HUMANA,280,290,ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,0,10,no_ingresante,3
2022,MEDICINA VETERINARIA Y ZOOTECNIA,10,20,ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,10,20,no_ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,20,30,ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,30,40,ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,40,50,ingresante,3
2022,MEDICINA VETERINARIA Y ZOOTECNIA,40,50,no_ingresante,6
2022,MEDICINA VETERINARIA Y ZOOTECNIA,50,60,ingresante,6
2022,MEDICINA VETERINARIA Y ZOOTECNIA,50,60,no_ingresante,16
2022,MEDICINA VETERINARIA Y ZOOTECNIA,60,70,ingresante,18
2022,MEDICINA VETERINARIA Y ZOOTECNIA,60,70,no_ingresante,54
2022,MEDICINA VETERINARIA Y ZOOTECNIA,70,80,ingresante,75
2022,MEDICINA VETERINARIA Y ZOOTECNIA,70,80,no_ingresante,28
2022,MEDICINA VETERINARIA Y ZOOTECNIA,80,90,ingresante,51
2022,MEDICINA VETERINARIA Y ZOOTECNIA,80,90,no_ingresante,7
2022,MEDICINA VETERINARIA Y ZOOTECNIA,90,100,ingresante,5
2022,MEDICINA VETERINARIA Y ZOOTECNIA,90,100,no_ingresante,5
2022,MEDICINA VETERINARIA Y ZOOTECNIA,100,110,no_ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,110,120,ingresante,2
2022,MEDICINA VETERINARIA Y ZOOTECNIA,110,120,no_ingresante,2
2022,MEDICINA VETERINARIA Y ZOOTECNIA,120,130,no_ingresante,1
2022,MEDICINA VETERINARIA Y ZOOTECNIA,130,140,ingresante,3
2022,MEDICINA VETERINARIA Y ZOOTECNIA,130,140,no_ingresante,2
2022,MEDICINA VETERINARIA Y ZOOTECNIA,140,150,ingresante,3
2022,MEDICINA VETERINARIA Y ZOOTECNIA,140,150,no_ingresante,2
2022,MEDICINA VETERINARIA Y ZOOTECNIA,150,160,ingresante,4
2022,MEDICINA VETERINARIA Y ZOOTECNIA,160,170,ingresante,7
2022,MEDICINA VETERINARIA Y ZOOTECNIA,160,170,no_ingresante,2
2022,MEDICINA VETERINARIA Y ZOOTECNIA,170,180,ingresante,19
2022,MEDICINA VETERINARIA Y ZOOTECNIA,180,190,ingresante,17
2022,MEDICINA VETERINARIA Y ZOOTECNIA,190,200,ingresante,9
2022,MEDICINA VETERINARIA Y ZOOTECNIA,200,210,ingresante,8
2022,MEDICINA VETERINARIA Y ZOOTECNIA,210,220,ingresante,6
2022,MEDICINA VETERINARIA Y ZOOTECNIA,220,230,ingresante,6
2022,MEDICINA VETERINARIA Y ZOOTECNIA,230,240,ingresante,5
2022,OBSTETRICIA Y PUERICULTURA,0,10,ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,0,10,no_ingresante,2
2022,OBSTETRICIA Y PUERICULTURA,10,20,no_ingresante,5
2022,OBSTETRICIA Y PUERICULTURA,20,30,ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,40,50,no_ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,50,60,no_ingresante,16
2022,OBSTETRICIA Y PUERICULTURA,60,70,ingresante,8
2022,OBSTETRICIA Y PUERICULTURA,60,70,no_ingresante,22
2022,OBSTETRICIA Y PUERICULTURA,70,80,ingresante,13
2022,OBSTETRICIA Y PUERICULTURA,70,80,no_ingresante,27
2022,OBSTETRICIA Y PUERICULTURA,80,90,ingresante,6
2022,OBSTETRICIA Y PUERICULTURA,80,90,no_ingresante,9
2022,OBSTETRICIA Y PUERICULTURA,90,100,ingresante,2
2022,OBSTETRICIA Y PUERICULTURA,90,100,no_ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,100,110,ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,120,130,ingresante,3
2022,OBSTETRICIA Y PUERICULTURA,160,170,ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,170,180,ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,180,190,ingresante,3
2022,OBSTETRICIA Y PUERICULTURA,210,220,ingresante,1
2022,OBSTETRICIA Y PUERICULTURA,230,240,ingresante,1
2022,ODONTOLOGIA,0,10,no_ingresante,3
2022,ODONTOLOGIA,10,20,ingresante,3
2022,ODONTOLOGIA,10,20,no_ingresante,5
2022,ODONTOLOGIA,20,30,no_ingresante,3
2022,ODONTOLOGIA,40,50,no_ingresante,2
2022,ODONTOLOGIA,50,60,no_ingresante,14
2022,ODONTOLOGIA,60,70,ingresante,2
2022,ODONTOLOGIA,60,70,no_ingresante,41
2022,ODONTOLOGIA,70,80,ingresante,32
2022,ODONTOLOGIA,70,80,no_ingresante,33
2022,ODONTOLOGIA,80,90,ingresante,18
2022,ODONTOLOGIA,80,90,no_ingresante,39
2022,ODONTOLOGIA,90,100,ingresante,4
2022,ODONTOLOGIA,90,100,no_ingresante,15
2022,ODONTOLOGIA,110,120,no_ingresante,2
2022,ODONTOLOGIA,120,130,no_ingresante,2
2022,ODONTOLOGIA,130,140,ingresante,1
2022,ODONTOLOGIA,130,140,no_ingresante,2
2022,ODONTOLOGIA,150,160,ingresante,1
2022,ODONTOLOGIA,160,170,ingresante,2
2022,ODONTOLOGIA,170,180,ingresante,2
2022,ODONTOLOGIA,180,190,ingresante,4
2022,ODONTOLOGIA,190,200,ingresante,8
2022,ODONTOLOGIA,200,210,ingresante,4
2022,ODONTOLOGIA,210,220,ingresante,2
2022,ODONTOLOGIA,220,230,ingresante,2
2022,ODONTOLOGIA,230,240,ingresante,3
2022,ODONTOLOGIA,240,250,ingresante,1
2022,PSICOLOGIA,0,10,no_ingresante,10
2022,PSICOLOGIA,10,20,ingresante,3
2022,PSICOLOGIA,10,20,no_ingresante,6
2022,PSICOLOGIA,20,30,ingresante,1
2022,PSICOLOGIA,40,50,no_ingresante,3
2022,PSICOLOGIA,50,60,no_ingresante,30
2022,PSICOLOGIA,60,70,no_ingresante,72
2022,PSICOLOGIA,70,80,ingresante,15
2022,PSICOLOGIA,70,80,no_ingresante,71
2022,PSICOLOGIA,80,90,ingresante,29
2022,PSICOLOGIA,80,90,no_ingresante,19
2022,PSICOLOGIA,90,100,ingresante,2
2022,PSICOLOGIA,90,100,no_ingresante,10
2022,PSICOLOGIA,100,110,ingresante,1
2022,PSICOLOGIA,100,110,no_ingresante,3
2022,PSICOLOGIA,110,120,no_ingresante,2
2022,PSICOLOGIA,130,140,no_ingresante,1
2022,PSICOLOGIA,140,150,no_ingresante,1
2022,PSICOLOGIA,150,160,ingresante,1
2022,PSICOLOGIA,160,170,ingresante,1
2022,PSICOLOGIA,170,180,ingresante,3
2022,PSICOLOGIA,180,190,ingresante,5
2022,PSICOLOGIA,190,200,ingresante,4
2022,PSICOLOGIA,200,210,ingresante,2
2022,PSICOLOGIA,210,220,ingresante,4
2022,PSICOLOGIA,220,230,ingresante,1
2022,PSICOLOGIA,230,240,ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,0,10,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,10,20,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,30,40,ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,40,50,ingresante,4
2022,PUBLICIDAD Y MULTIMEDIA,40,50,no_ingresante,2
2022,PUBLICIDAD Y MULTIMEDIA,50,60,ingresante,7
2022,PUBLICIDAD Y MULTIMEDIA,50,60,no_ingresante,10
2022,PUBLICIDAD Y MULTIMEDIA,60,70,ingresante,14
2022,PUBLICIDAD Y MULTIMEDIA,60,70,no_ingresante,24
2022,PUBLICIDAD Y MULTIMEDIA,70,80,ingresante,44
2022,PUBLICIDAD Y MULTIMEDIA,70,80,no_ingresante,39
2022,PUBLICIDAD Y MULTIMEDIA,80,90,ingresante,67
2022,PUBLICIDAD Y MULTIMEDIA,90,100,ingresante,9
2022,PUBLICIDAD Y MULTIMEDIA,100,110,ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,110,120,ingresante,3
2022,PUBLICIDAD Y MULTIMEDIA,110,120,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,120,130,ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,120,130,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,130,140,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,140,150,ingresante,6
2022,PUBLICIDAD Y MULTIMEDIA,140,150,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,150,160,ingresante,4
2022,PUBLICIDAD Y MULTIMEDIA,150,160,no_ingresante,1
2022,PUBLICIDAD Y MULTIMEDIA,160,170,ingresante,7
2022,PUBLICIDAD Y MULTIMEDIA,170,180,ingresante,7
2022,PUBLICIDAD Y MULTIMEDIA,180,190,ingresante,6
2022,PUBLICIDAD Y MULTIMEDIA,190,200,ingresante,5
2022,PUBLICIDAD Y MULTIMEDIA,200,210,ingresante,10
2022,PUBLICIDAD Y MULTIMEDIA,210,220,ingresante,7
2022,PUBLICIDAD Y MULTIMEDIA,220,230,ingresante,10
2022,PUBLICIDAD Y MULTIMEDIA,230,240,ingresante,7
2022,PUBLICIDAD Y MULTIMEDIA,240,250,ingresante,4
2022,PUBLICIDAD Y MULTIMEDIA,250,260,ingresante,5
2023,ADMINISTRACION DE EMPRESAS,0,10,no_ingresante,2
2023,ADMINISTRACION DE EMPRESAS,10,20,ingresante,2
2023,ADMINISTRACION DE EMPRESAS,10,20,no_ingresante,4
2023,ADMINISTRACION DE EMPRESAS,20,30,ingresante,3
2023,ADMINISTRACION DE EMPRESAS,20,30,no_ingresante,2
2023,ADMINISTRACION DE EMPRESAS,40,50,no_ingresante,3
2023,ADMINISTRACION DE EMPRESAS,50,60,ingresante,2
2023,ADMINISTRACION DE EMPRESAS,50,60,no_ingresante,18
2023,ADMINISTRACION DE EMPRESAS,60,70,ingresante,45
2023,ADMINISTRACION DE EMPRESAS,60,70,no_ingresante,18
2023,ADMINISTRACION DE EMPRESAS,70,80,ingresante,65
2023,ADMINISTRACION DE EMPRESAS,80,90,ingresante,52
2023,ADMINISTRACION DE EMPRESAS,80,90,no_ingresante,2
2023,ADMINISTRACION DE EMPRESAS,90,100,ingresante,4
2023,ADMINISTRACION DE EMPRESAS,100,110,ingresante,2
2023,ADMINISTRACION DE EMPRESAS,100,110,no_ingresante,1
2023,ADMINISTRACION DE EMPRESAS,110,120,no_ingresante,2
2023,ADMINISTRACION DE EMPRESAS,130,140,no_ingresante,2
2023,ADMINISTRACION DE EMPRESAS,150,160,ingresante,5
2023,ADMINISTRACION DE EMPRESAS,150,160,no_ingresante,1
2023,ADMINISTRACION DE EMPRESAS,160,170,ingresante,3
2023,ADMINISTRACION DE EMPRESAS,160,170,no_ingresante,1
2023,ADMINISTRACION DE EMPRESAS,170,180,ingresante,5
2023,ADMINISTRACION DE EMPRESAS,180,190,ingresante,2
2023,ADMINISTRACION DE EMPRESAS,190,200,ingresante,5
2023,ADMINISTRACION DE EMPRESAS,200,210,ingresante,3
2023,ADMINISTRACION DE EMPRESAS,210,220,ingresante,2
2023,ADMINISTRACION DE EMPRESAS,220,230,ingresante,1
2023,ADMINISTRACION DE EMPRESAS,230,240,ingresante,4
2023,ADMINISTRACION DE EMPRESAS,240,250,ingresante,1
2023,ADMINISTRACION DE EMPRESAS,250,260,ingresante,1
2023,APRESTAMIENTO,20,30,no_ingresante,1
2023,APRESTAMIENTO,30,40,no_ingresante,1
2023,APRESTAMIENTO,40,50,no_ingresante,1
2023,APRESTAMIENTO,90,100,no_ingresante,1
2023,APRESTAMIENTO,140,150,no_ingresante,1
2023,APRESTAMIENTO,160,170,no_ingresante,1
2023,ARQUITECTURA,0,10,no_ingresante,1
2023,ARQUITECTURA,10,20,ingresante,3
2023,ARQUITECTURA,10,20,no_ingresante,3
2023,ARQUITECTURA,20,30,ingresante,1
2023,ARQUITECTURA,20,30,no_ingresante,2
2023,ARQUITECTURA,40,50,no_ingresante,2
2023,ARQUITECTURA,50,60,no_ingresante,18
2023,ARQUITECTURA,60,70,ingresante,12
2023,ARQUITECTURA,60,70,no_ingresante,33
2023,ARQUITECTURA,70,80,ingresante,60
2023,ARQUITECTURA,70,80,no_ingresante,20
2023,ARQUITECTURA,80,90,ingresante,51
2023,ARQUITECTURA,80,90,no_ingresante,1
2023,ARQUITECTURA,90,100,ingresante,17
2023,ARQUITECTURA,90,100,no_ingresante,1
2023,ARQUITECTURA,100,110,ingresante,8
2023,ARQUITECTURA,100,110,no_ingresante,2
2023,ARQUITECTURA,110,120,ingresante,1
2023,ARQUITECTURA,110,120,no_ingresante,1
2023,ARQUITECTURA,120,130,ingresante,4
2023,ARQUITECTURA,120,130,no_ingresante,1
2023,ARQUITECTURA,130,140,ingresante,2
2023,ARQUITECTURA,130,140,no_ingresante,4
2023,ARQUITECTURA,140,150,ingresante,3
2023,ARQUITECTURA,140,150,no_ingresante,1
2023,ARQUITECTURA,150,160,ingresante,4
2023,ARQUITECTURA,160,170,ingresante,2
2023,ARQUITECTURA,170,180,ingresante,5
2023,ARQUITECTURA,180,190,ingresante,7
2023,ARQUITECTURA,190,200,ingresante,11
2023,ARQUITECTURA,200,210,ingresante,5
2023,ARQUITECTURA,210,220,ingresante,6
2023,ARQUITECTURA,220,230,ingresante,3
2023,ARQUITECTURA,230,240,ingresante,4
2023,ARQUITECTURA,240,250,ingresante,2
2023,CIENCIA POLITICA Y GOBIERNO,40,50,no_ingresante,2
2023,CIENCIA POLITICA Y GOBIERNO,50,60,no_ingresante,1
2023,CIENCIA POLITICA Y GOBIERNO,60,70,ingresante,9
2023,CIENCIA POLITICA Y GOBIERNO,70,80,ingresante,14
2023,CIENCIA POLITICA Y GOBIERNO,70,80,no_ingresante,1
2023,CIENCIA POLITICA Y GOBIERNO,80,90,ingresante,9
2023,CIENCIA POLITICA Y GOBIERNO,90,100,ingresante,7
2023,CIENCIA POLITICA Y GOBIERNO,110,120,no_ingresante,1
2023,CIENCIA POLITICA Y GOBIERNO,160,170,ingresante,1
2023,CIENCIA POLITICA Y GOBIERNO,170,180,ingresante,1
2023,CIENCIA POLITICA Y GOBIERNO,200,210,ingresante,2
2023,CIENCIA POLITICA Y GOBIERNO,210,220,ingresante,1
2023,COMUNICACION SOCIAL,20,30,ingresante,1
2023,COMUNICACION SOCIAL,20,30,no_ingresante,1
2023,COMUNICACION SOCIAL,30,40,no_ingresante,1
2023,COMUNICACION SOCIAL,40,50,no_ingresante,1
2023,COMUNICACION SOCIAL,50,60,ingresante,2
2023,COMUNICACION SOCIAL,50,60,no_ingresante,2
2023,COMUNICACION SOCIAL,60,70,ingresante,15
2023,COMUNICACION SOCIAL,60,70,no_ingresante,3
2023,COMUNICACION SOCIAL,70,80,ingresante,30
2023,COMUNICACION SOCIAL,80,90,ingresante,19
2023,COMUNICACION SOCIAL,90,100,ingresante,4
2023,COMUNICACION SOCIAL,100,110,ingresante,1
2023,COMUNICACION SOCIAL,110,120,no_ingresante,1
2023,COMUNICACION SOCIAL,120,130,ingresante,1
2023,COMUNICACION SOCIAL,130,140,no_ingresante,1
2023,COMUNICACION SOCIAL,140,150,no_ingresante,1
2023,COMUNICACION SOCIAL,150,160,ingresante,1
2023,COMUNICACION SOCIAL,170,180,ingresante,1
2023,COMUNICACION SOCIAL,180,190,ingresante,1
2023,COMUNICACION SOCIAL,190,200,ingresante,4
2023,COMUNICACION SOCIAL,200,210,ingresante,1
2023,COMUNICACION SOCIAL,210,220,ingresante,3
2023,COMUNICACION SOCIAL,230,240,ingresante,1
2023,COMUNICACION SOCIAL,240,250,ingresante,1
2023,CONTABILIDAD,0,10,no_ingresante,2
2023,CONTABILIDAD,10,20,no_ingresante,1
2023,CONTABILIDAD,20,30,ingresante,1
2023,CONTABILIDAD,20,30,no_ingresante,2
2023,CONTABILIDAD,40,50,no_ingresante,3
2023,CONTABILIDAD,50,60,ingresante,1
2023,CONTABILIDAD,50,60,no_ingresante,7
2023,CONTABILIDAD,60,70,ingresante,16
2023,CONTABILIDAD,60,70,no_ingresante,1
2023,CONTABILIDAD,70,80,ingresante,26
2023,CONTABILIDAD,80,90,ingresante,13
2023,CONTABILIDAD,90,100,ingresante,6
2023,CONTABILIDAD,90,100,no_ingresante,1
2023,CONTABILIDAD,130,140,ingresante,3
2023,CONTABILIDAD,160,170,ingresante,1
2023,CONTABILIDAD,190,200,ingresante,1
2023,CONTABILIDAD,200,210,ingresante,1
2023,CONTABILIDAD,210,220,ingresante,2
2023,CONTABILIDAD,220,230,ingresante,1
2023,DERECHO,10,20,ingresante,1
2023,DERECHO,10,20,no_ingresante,9
2023,DERECHO,20,30,ingresante,6
2023,DERECHO,20,30,no_ingresante,4
2023,DERECHO,30,40,no_ingresante,1
2023,DERECHO,40,50,no_ingresante,11
2023,DERECHO,50,60,no_ingresante,35
2023,DERECHO,60,70,ingresante,1
2023,DERECHO,60,70,no_ingresante,60
2023,DERECHO,70,80,ingresante,10
2023,DERECHO,70,80,no_ingresante,98
2023,DERECHO,80,90,ingresante,105
2023,DERECHO,80,90,no_ingresante,30
2023,DERECHO,90,100,ingresante,58
2023,DERECHO,90,100,no_ingresante,6
2023,DERECHO,100,110,ingresante,9
2023,DERECHO,100,110,no_ingresante,6
2023,DERECHO,110,120,ingresante,1
2023,DERECHO,120,130,ingresante,3
2023,DERECHO,120,130,no_ingresante,3
2023,DERECHO,130,140,ingresante,7
2023,DERECHO,140,150,ingresante,3
2023,DERECHO,140,150,no_ingresante,8
2023,DERECHO,150,160,ingresante,8
2023,DERECHO,150,160,no_ingresante,6
2023,DERECHO,160,170,ingresante,12
2023,DERECHO,160,170,no_ingresante,1
2023,DERECHO,170,180,ingresante,19
2023,DERECHO,180,190,ingresante,13
2023,DERECHO,190,200,ingresante,20
2023,DERECHO,200,210,ingresante,18
2023,DERECHO,210,220,ingresante,22
2023,DERECHO,220,230,ingresante,16
2023,DERECHO,230,240,ingresante,7
2023,DERECHO,240,250,ingresante,6
2023,DERECHO,250,260,ingresante,4
2023,DERECHO,260,270,ingresante,1
2023,EDUCACION INICIAL,10,20,ingresante,1
2023,EDUCACION INICIAL,50,60,ingresante,1
2023,EDUCACION INICIAL,50,60,no_ingresante,1
2023,EDUCACION INICIAL,60,70,ingresante,17
2023,EDUCACION INICIAL,70,80,ingresante,13
2023,EDUCACION INICIAL,80,90,ingresante,6
2023,EDUCACION INICIAL,90,100,ingresante,1
2023,EDUCACION INICIAL,100,110,ingresante,1
2023,EDUCACION INICIAL,100,110,no_ingresante,1
2023,EDUCACION INICIAL,150,160,ingresante,1
2023,EDUCACION INICIAL,170,180,ingresante,1
2023,EDUCACION INICIAL,190,200,ingresante,1
2023,EDUCACION INICIAL,200,210,ingresante,1
2023,EDUCACION INICIAL,220,230,ingresante,1
2023,ENFERMERIA,0,10,no_ingresante,4
2023,ENFERMERIA,10,20,ingresante,1
2023,ENFERMERIA,10,20,no_ingresante,13
2023,ENFERMERIA,20,30,ingresante,3
2023,ENFERMERIA,20,30,no_ingresante,3
2023,ENFERMERIA,40,50,no_ingresante,11
2023,ENFERMERIA,50,60,ingresante,2
2023,ENFERMERIA,50,60,no_ingresante,35
2023,ENFERMERIA,60,70,ingresante,5
2023,ENFERMERIA,60,70,no_ingresante,95
2023,ENFERMERIA,70,80,ingresante,13
2023,ENFERMERIA,70,80,no_ingresante,95
2023,ENFERMERIA,80,90,ingresante,9
2023,ENFERMERIA,80,90,no_ingresante,57
2023,ENFERMERIA,90,100,ingresante,3
2023,ENFERMERIA,90,100,no_ingresante,50
2023,ENFERMERIA,100,110,ingresante,8
2023,ENFERMERIA,100,110,no_ingresante,8
2023,ENFERMERIA,110,120,no_ingresante,6
2023,ENFERMERIA,120,130,no_ingresante,8
2023,ENFERMERIA,130,140,no_ingresante,3
2023,ENFERMERIA,140,150,no_ingresante,5
2023,ENFERMERIA,150,160,no_ingresante,12
2023,ENFERMERIA,160,170,no_ingresante,19
2023,ENFERMERIA,170,180,no_ingresante,21
2023,ENFERMERIA,180,190,no_ingresante,13
2023,ENFERMERIA,190,200,no_ingresante,5
2023,ENFERMERIA,200,210,no_ingresante,2
2023,FARMACIA Y BIOQUIMICA,0,10,no_ingresante,1
2023,FARMACIA Y BIOQUIMICA,10,20,ingresante,4
2023,FARMACIA Y BIOQUIMICA,10,20,no_ingresante,2
2023,FARMACIA Y BIOQUIMICA,40,50,no_ingresante,3
2023,FARMACIA Y BIOQUIMICA,50,60,no_ingresante,25
2023,FARMACIA Y BIOQUIMICA,60,70,ingresante,8
2023,FARMACIA Y BIOQUIMICA,60,70,no_ingresante,36
2023,FARMACIA Y BIOQUIMICA,70,80,ingresante,6
2023,FARMACIA Y BIOQUIMICA,70,80,no_ingresante,28
2023,FARMACIA Y BIOQUIMICA,80,90,ingresante,5
2023,FARMACIA Y BIOQUIMICA,80,90,no_ingresante,15
2023,FARMACIA Y BIOQUIMICA,90,100,ingresante,6
2023,FARMACIA Y BIOQUIMICA,90,100,no_ingresante,5
2023,FARMACIA Y BIOQUIMICA,100,110,ingresante,2
2023,FARMACIA Y BIOQUIMICA,100,110,no_ingresante,2
2023,FARMACIA Y BIOQUIMICA,120,130,no_ingresante,2
2023,FARMACIA Y BIOQUIMICA,130,140,no_ingresante,1
2023,FARMACIA Y BIOQUIMICA,140,150,no_ingresante,2
2023,INGENIERIA AGRONOMICA Y AGRICOLA,10,20,ingresante,1
2023,INGENIERIA AGRONOMICA Y AGRICOLA,40,50,no_ingresante,3
2023,INGENIERIA AGRONOMICA Y AGRICOLA,50,60,ingresante,1
2023,INGENIERIA AGRONOMICA Y AGRICOLA,50,60,no_ingresante,6
2023,INGENIERIA AGRONOMICA Y AGRICOLA,60,70,ingresante,17
2023,INGENIERIA AGRONOMICA Y AGRICOLA,70,80,ingresante,17
2023,INGENIERIA AGRONOMICA Y AGRICOLA,80,90,ingresante,7
2023,INGENIERIA AGRONOMICA Y AGRICOLA,90,100,ingresante,1
2023,INGENIERIA AGRONOMICA Y AGRICOLA,150,160,ingresante,1
2023,INGENIERIA AGRONOMICA Y AGRICOLA,160,170,ingresante,1
2023,INGENIERIA AGRONOMICA Y AGRICOLA,170,180,ingresante,3
2023,INGENIERIA AGRONOMICA Y AGRICOLA,200,210,ingresante,1
2023,INGENIERIA AMBIENTAL,0,10,no_ingresante,1
2023,INGENIERIA AMBIENTAL,10,20,ingresante,2
2023,INGENIERIA AMBIENTAL,10,20,no_ingresante,2
2023,INGENIERIA AMBIENTAL,20,30,no_ingresante,2
2023,INGENIERIA AMBIENTAL,30,40,no_ingresante,1
2023,INGENIERIA AMBIENTAL,40,50,no_ingresante,1
2023,INGENIERIA AMBIENTAL,50,60,no_ingresante,6
2023,INGENIERIA AMBIENTAL,60,70,ingresante,9
2023,INGENIERIA AMBIENTAL,60,70,no_ingresante,16
2023,INGENIERIA AMBIENTAL,70,80,ingresante,24
2023,INGENIERIA AMBIENTAL,70,80,no_ingresante,10
2023,INGENIERIA AMBIENTAL,80,90,ingresante,19
2023,INGENIERIA AMBIENTAL,90,100,ingresante,3
2023,INGENIERIA AMBIENTAL,90,100,no_ingresante,2
2023,INGENIERIA AMBIENTAL,100,110,ingresante,3
2023,INGENIERIA AMBIENTAL,110,120,no_ingresante,1
2023,INGENIERIA AMBIENTAL,120,130,ingresante,1
2023,INGENIERIA AMBIENTAL,150,160,no_ingresante,1
2023,INGENIERIA AMBIENTAL,160,170,ingresante,1
2023,INGENIERIA AMBIENTAL,170,180,ingresante,2
2023,INGENIERIA AMBIENTAL,180,190,ingresante,2
2023,INGENIERIA AMBIENTAL,200,210,ingresante,3
2023,INGENIERIA AMBIENTAL,210,220,ingresante,1
2023,INGENIERIA AMBIENTAL,220,230,ingresante,1
2023,INGENIERIA BIOTECNOLOGICA,0,10,no_ingresante,1
