ciclo,carrera,modalidad,postulaciones,ingresantes,tasa_ingreso,denominador_fiable,nota_corte,puntaje_mediana
2024,CIENCIA POLITICA Y GOBIERNO,distancia,49,46,,no,52.5,170.64
2024,CIENCIA POLITICA Y GOBIERNO,ordinario,38,37,,no,123.94,153.96
2024,CIENCIA POLITICA Y GOBIERNO,precatolica,11,9,,no,140.82,156.53
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,complementario,3,3,,no,116.01,123.59
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,convenio_cci,4,4,,no,140.98,205.36
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,extraordinario,2,2,,no,,
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,ordinario,53,53,,no,112.38,147.35
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,precatolica,16,13,,no,132.78,146.13
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,rendimiento_superior,4,4,,no,164.97,177.76
2024,COMUNICACION SOCIAL TRASLADO INTERNO II,traslado,1,1,,no,196.58,196.58
2024,CONTABILIDAD,beca,227,97,42.7,si,157.51,161.25
2024,CONTABILIDAD,convenio_cci,1,1,,no,162.6,162.6
2024,CONTABILIDAD,distancia,65,59,,no,67.5,153.75
2024,CONTABILIDAD,ordinario,66,66,,no,120.33,149.68
2024,CONTABILIDAD,precatolica,16,14,,no,122.38,148.7
2024,CONTABILIDAD,rendimiento_superior,4,4,,no,174.66,191.27
2024,DERECHO TRASLADO INTERNO II,complementario,2,1,,si,132.21,132.21
2024,DERECHO TRASLADO INTERNO II,convenio_cci,36,36,,no,128.97,174.1
2024,DERECHO TRASLADO INTERNO II,extraordinario,1,1,,no,,
2024,DERECHO TRASLADO INTERNO II,ordinario,324,152,46.9,si,149.26,158.96
2024,DERECHO TRASLADO INTERNO II,precatolica,226,128,56.6,si,131.42,150.39
2024,DERECHO TRASLADO INTERNO II,rendimiento_superior,70,48,68.6,si,180.29,195.76
2024,DERECHO TRASLADO INTERNO II,traslado,3,3,,no,125.54,170.12
2024,DISENO GRAFICO PUBLICITARIO,beca,62,23,37.1,si,157.51,157.51
2024,DISENO GRAFICO PUBLICITARIO,distancia,25,24,,no,71.25,172.5
2024,ECONOMIA Y FINANZAS,beca,153,83,54.2,si,157.52,172.51
2024,ECONOMIA Y FINANZAS,distancia,65,59,,no,67.49,172.51
2024,EDUCACION INICIAL,complementario,2,2,,no,88.46,110.82
2024,EDUCACION INICIAL,convenio_cci,1,1,,no,204.01,204.01
2024,EDUCACION INICIAL,ordinario,43,43,,no,115.16,147.03
2024,EDUCACION INICIAL,precatolica,16,12,75.0,si,126.64,139.32
2024,EDUCACION INICIAL,rendimiento_superior,2,2,,no,196.86,196.86
2024,EDUCACION SECUNDARIA,beca,40,17,42.5,si,157.53,163.13
2024,EDUCACION SECUNDARIA,distancia,72,63,,no,78.76,168.75
2024,ENFERMERIA,complementario,1,1,,no,107.12,107.12
2024,ENFERMERIA,convenio_cci,31,26,,no,117.31,184.42
2024,ENFERMERIA,extraordinario,1,1,,no,,
2024,ENFERMERIA,ordinario,412,95,23.1,si,139.76,147.68
2024,ENFERMERIA,precatolica,245,71,29.0,si,123.12,151.38
2024,ENFERMERIA,rendimiento_superior,10,10,,no,164.12,184.94
2024,ENFERMERIA,traslado,7,6,,no,138.6,148.07
2024,FARMACIA Y BIOQUIMICA,complementario,1,1,,no,169.83,169.83
2024,FARMACIA Y BIOQUIMICA,convenio_cci,21,21,,no,51.74,194.95
2024,FARMACIA Y BIOQUIMICA,extraordinario,4,4,,no,,
2024,FARMACIA Y BIOQUIMICA,ordinario,213,131,61.5,si,116.83,138.84
2024,FARMACIA Y BIOQUIMICA,precatolica,59,45,,no,111.28,143.02
2024,FARMACIA Y BIOQUIMICA,rendimiento_superior,18,18,,no,168.71,206.69
2024,FARMACIA Y BIOQUIMICA,traslado,5,5,,no,173.73,225.53
2024,INGENIERIA AGRONOMICA Y AGRICOLA,beca,86,29,33.7,si,157.52,153.76
2024,INGENIERIA AGRONOMICA Y AGRICOLA,convenio_cci,1,1,,no,161.56,161.56
2024,INGENIERIA AGRONOMICA Y AGRICOLA,distancia,199,159,,no,48.77,146.25
2024,INGENIERIA AGRONOMICA Y AGRICOLA,ordinario,22,22,,no,104.89,138.46
2024,INGENIERIA AGRONOMICA Y AGRICOLA,precatolica,4,3,,si,127.94,148.56
2024,INGENIERIA AGRONOMICA Y AGRICOLA,rendimiento_superior,2,2,,no,175.01,175.01
2024,INGENIERIA AMBIENTAL TRASLADO INTERNO II,convenio_cci,8,8,,no,143.25,194.94
2024,INGENIERIA AMBIENTAL TRASLADO INTERNO II,extraordinario,1,1,,no,,
2024,INGENIERIA AMBIENTAL TRASLADO INTERNO II,ordinario,65,40,61.5,si,123.71,144.33
2024,INGENIERIA AMBIENTAL TRASLADO INTERNO II,precatolica,20,16,,no,121.6,153.17
2024,INGENIERIA AMBIENTAL TRASLADO INTERNO II,rendimiento_superior,4,4,,no,169.01,173.55
2024,INGENIERIA AMBIENTAL TRASLADO INTERNO II,traslado,2,2,,no,114.72,150.04
2024,INGENIERIA BIOTECNOLOGICA,convenio_cci,10,10,,no,137.54,197.32
2024,INGENIERIA BIOTECNOLOGICA,ordinario,109,96,,no,119.05,157.87
2024,INGENIERIA BIOTECNOLOGICA,precatolica,24,22,,no,129.21,160.63
2024,INGENIERIA BIOTECNOLOGICA,rendimiento_superior,22,20,,no,178.56,200.48
2024,INGENIERIA BIOTECNOLOGICA,traslado,1,0,,si,,
2024,INGENIERIA CIVIL TRASLADO INTERNO II,convenio_cci,19,19,,no,136.46,187.64
2024,INGENIERIA CIVIL TRASLADO INTERNO II,extraordinario,1,1,,no,,
2024,INGENIERIA CIVIL TRASLADO INTERNO II,ordinario,217,105,48.4,si,148.01,152.11
2024,INGENIERIA CIVIL TRASLADO INTERNO II,precatolica,122,65,53.3,si,115.44,154.39
2024,INGENIERIA CIVIL TRASLADO INTERNO II,rendimiento_superior,32,30,,no,142.95,201.13
2024,INGENIERIA CIVIL TRASLADO INTERNO II,traslado,5,4,,no,132.2,197.17
2024,INGENIERIA COMERCIAL,complementario,1,1,,no,111.83,111.83
2024,INGENIERIA COMERCIAL,convenio_cci,8,8,,no,145.2,222.08
2024,INGENIERIA COMERCIAL,ordinario,138,116,,no,121.17,151.99
2024,INGENIERIA COMERCIAL,precatolica,49,40,,no,122.43,155.29
2024,INGENIERIA COMERCIAL,rendimiento_superior,28,28,,no,143.7,189.65
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,beca,70,24,34.3,si,157.53,155.64
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,convenio_cci,1,1,,no,140.16,140.16
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,distancia,17,17,,no,86.27,165.0
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,ordinario,25,25,,no,107.58,136.51
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,precatolica,7,4,,si,124.34,124.34
2024,INGENIERIA DE INDUSTRIA ALIMENTARIA,rendimiento_superior,4,4,,no,172.53,196.96
2024,INGENIERIA DE MINAS,convenio_cci,7,7,,no,153.02,174.75
2024,INGENIERIA DE MINAS,ordinario,132,64,48.5,si,128.75,145.15
2024,INGENIERIA DE MINAS,precatolica,63,40,63.5,si,126.61,154.86
2024,INGENIERIA DE MINAS,rendimiento_superior,12,12,,no,171.99,194.95
2024,INGENIERIA DE SISTEMAS,convenio_cci,18,18,,no,117.11,176.96
2024,INGENIERIA DE SISTEMAS,ordinario,196,103,52.6,si,135.79,148.77
2024,INGENIERIA DE SISTEMAS,precatolica,100,69,69.0,si,102.53,146.39
2024,INGENIERIA DE SISTEMAS,rendimiento_superior,32,32,,no,163.2,207.51
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",complementario,5,3,,si,114.62,114.62
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",convenio_cci,1,1,,no,155.5,155.5
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",ordinario,14,14,,no,111.75,137.71
2024,"INGENIERIA EN TELECOMUNICACIONES, REDES Y CONECTIVIDAD",precatolica,1,1,,no,115.12,115.12
2024,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,convenio_cci,20,19,,no,123.08,160.54
2024,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,extraordinario,3,3,,no,,
2024,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,ordinario,234,162,69.2,si,114.72,150.65
2024,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,precatolica,94,70,74.5,si,108.81,151.43
2024,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,rendimiento_superior,46,46,,no,154.83,195.14
2024,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,traslado,5,5,,no,96.74,139.26
2024,INGENIERIA MECANICA ELECTRICA,complementario,2,2,,no,156.26,159.9
2024,INGENIERIA MECANICA ELECTRICA,convenio_cci,5,5,,no,155.11,199.46
2024,INGENIERIA MECANICA ELECTRICA,extraordinario,1,1,,no,,
2024,INGENIERIA MECANICA ELECTRICA,ordinario,126,108,,no,110.26,145.25
2024,INGENIERIA MECANICA ELECTRICA,precatolica,63,50,,no,110.38,157.12
2024,INGENIERIA MECANICA ELECTRICA,rendimiento_superior,20,20,,no,164.79,202.39
2024,INGENIERIA MECANICA ELECTRICA,traslado,2,2,,no,184.2,204.07
2024,INGENIERIA MECATRONICA,complementario,1,1,,no,213.37,213.37
2024,INGENIERIA MECATRONICA,convenio_cci,7,7,,no,134.99,185.49
2024,INGENIERIA MECATRONICA,ordinario,84,64,,no,118.0,150.74
2024,INGENIERIA MECATRONICA,precatolica,50,36,72.0,si,131.02,150.68
2024,INGENIERIA MECATRONICA,rendimiento_superior,28,24,,no,162.23,191.78
2024,MARKETING DIGITAL,beca,35,14,40.0,si,157.52,146.26
2024,MARKETING DIGITAL,distancia,17,16,,no,127.5,202.5
2024,MARKETING Y GESTION COMERCIAL,beca,52,22,42.3,si,157.51,157.51
2024,MARKETING Y GESTION COMERCIAL,distancia,28,26,,no,112.53,172.5
2024,MEDICINA HUMANA TRASLADO INTERNO II,convenio_cci,187,54,28.9,si,146.28,165.97
2024,MEDICINA HUMANA TRASLADO INTERNO II,extraordinario,14,14,,no,,
2024,MEDICINA HUMANA TRASLADO INTERNO II,ordinario,1408,115,8.2,si,188.65,169.24
2024,MEDICINA HUMANA TRASLADO INTERNO II,precatolica,2061,106,5.1,si,197.19,179.41
2024,MEDICINA HUMANA TRASLADO INTERNO II,rendimiento_superior,299,12,4.0,si,176.26,146.26
2024,MEDICINA HUMANA TRASLADO INTERNO II,traslado,35,10,28.6,si,132.77,164.03
2024,MEDICINA VETERINARIA Y ZOOTECNIA,complementario,2,2,,no,153.13,174.63
2024,MEDICINA VETERINARIA Y ZOOTECNIA,convenio_cci,9,9,,no,124.39,191.65
2024,MEDICINA VETERINARIA Y ZOOTECNIA,ordinario,206,115,55.8,si,113.43,140.19
2024,MEDICINA VETERINARIA Y ZOOTECNIA,precatolica,142,72,50.7,si,113.5,143.49
2024,MEDICINA VETERINARIA Y ZOOTECNIA,rendimiento_superior,16,16,,no,125.32,192.21
2024,MEDICINA VETERINARIA Y ZOOTECNIA,traslado,3,3,,no,106.13,155.48
2024,OBSTETRICIA Y PUERICULTURA,convenio_cci,16,16,,no,132.45,169.83
2024,OBSTETRICIA Y PUERICULTURA,ordinario,201,65,32.3,si,126.96,142.81
2024,OBSTETRICIA Y PUERICULTURA,precatolica,106,52,49.1,si,121.94,144.12
2024,OBSTETRICIA Y PUERICULTURA,rendimiento_superior,10,10,,no,164.09,182.82
2024,OBSTETRICIA Y PUERICULTURA,traslado,2,2,,no,139.67,143.75
2024,ODONTOLOGIA,convenio_cci,30,30,,no,128.94,183.21
2024,ODONTOLOGIA,ordinario,246,86,35.0,si,143.67,150.55
2024,ODONTOLOGIA,precatolica,167,84,50.3,si,151.0,155.34
2024,ODONTOLOGIA,rendimiento_superior,12,12,,no,146.07,183.2
2024,ODONTOLOGIA,traslado,1,1,,no,213.52,213.52
2024,PSICOLOGIA TRASLADO INTERNO II,complementario,1,1,,no,171.19,171.19
2024,PSICOLOGIA TRASLADO INTERNO II,convenio_cci,21,21,,no,135.12,183.41
2024,PSICOLOGIA TRASLADO INTERNO II,extraordinario,2,2,,no,,
2024,PSICOLOGIA TRASLADO INTERNO II,ordinario,329,105,31.9,si,161.09,154.32
2024,PSICOLOGIA TRASLADO INTERNO II,precatolica,194,65,33.5,si,148.31,148.45
2024,PSICOLOGIA TRASLADO INTERNO II,rendimiento_superior,48,34,70.8,si,167.8,195.85
2024,PSICOLOGIA TRASLADO INTERNO II,traslado,5,5,,no,130.14,172.66
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,complementario,1,1,,no,152.55,152.55
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,convenio_cci,7,7,,no,133.88,200.11
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,extraordinario,2,2,,no,,
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,ordinario,152,137,,no,108.97,148.47
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,precatolica,67,57,,no,120.13,153.78
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,rendimiento_superior,14,14,,no,125.77,187.51
2024,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,traslado,3,3,,no,139.06,154.26
2024,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,complementario,45,6,13.3,si,170.1,139.76
2024,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,convenio_cci,17,16,,no,148.14,171.6
2024,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,ordinario,129,42,32.6,si,136.23,145.97
2024,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,precatolica,13,10,,no,124.52,139.37
2024,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,traslado,1,1,,no,129.91,129.91
2024,TECNOLOGIA MEDICA EN TERAPIA FISICA Y RETHRAABSLIALDITOA ICNITOENRNO II,extraordinario,1,1,,no,,
2024,TEOLOGIA,beca,2,0,,si,,133.13
2024,TEOLOGIA,distancia,43,40,,no,30.0,163.13
2024,TRABAJO SOCIAL,beca,77,33,42.9,si,161.25,161.27
2024,TRABAJO SOCIAL,distancia,154,137,,no,37.51,161.26
2024,TURISMO Y GASTRONOMIA,beca,61,22,36.1,si,161.25,146.28
2024,TURISMO Y GASTRONOMIA,distancia,27,23,,no,116.25,165.0
2025,ADMINISTRACION DE EMPRESAS,convenio_cci,1,1,,no,239.51,239.51
2025,ADMINISTRACION DE EMPRESAS,extraordinario,3,3,,no,,
2025,ADMINISTRACION DE EMPRESAS,ordinario,167,164,,no,107.68,148.5
2025,ADMINISTRACION DE EMPRESAS,precatolica,48,41,,no,101.58,128.27
2025,ADMINISTRACION DE EMPRESAS,rendimiento_superior,4,4,,no,231.37,246.03
2025,ADMINISTRACION DE EMPRESAS,traslado,2,2,,no,,
2025,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,beca,197,66,33.5,si,251.25,168.75
2025,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,distancia,29,23,,no,71.25,187.5
2025,APRESTAMIENTO,precatolica,4,0,,si,,61.47
2025,ARQUITECTURA,convenio_cci,2,2,,no,252.9,253.64
2025,ARQUITECTURA,ordinario,115,109,,no,110.45,141.83
2025,ARQUITECTURA,precatolica,86,72,,no,90.45,127.54
2025,ARQUITECTURA,rendimiento_superior,16,16,,no,178.47,252.96
2025,CIENCIA POLITICA Y GOBIERNO,beca,67,43,64.2,si,187.5,206.25
2025,CIENCIA POLITICA Y GOBIERNO,distancia,28,26,,no,82.5,168.75
2025,CIENCIA POLITICA Y GOBIERNO,extraordinario,2,2,,no,,
2025,CIENCIA POLITICA Y GOBIERNO,ordinario,37,36,,no,106.94,149.54
2025,CIENCIA POLITICA Y GOBIERNO,precatolica,11,9,,no,107.1,125.95
2025,CIENCIA POLITICA Y GOBIERNO,rendimiento_superior,6,6,,no,233.08,247.79
2025,COMUNICACION SOCIAL TRASLADO INTERNO II,convenio_cci,2,2,,no,241.3,260.41
2025,COMUNICACION SOCIAL TRASLADO INTERNO II,extraordinario,2,2,,no,,
2025,COMUNICACION SOCIAL TRASLADO INTERNO II,ordinario,47,43,,no,121.92,149.83
2025,COMUNICACION SOCIAL TRASLADO INTERNO II,precatolica,17,16,,no,83.16,142.03
2025,COMUNICACION SOCIAL TRASLADO INTERNO II,rendimiento_superior,2,2,,no,243.0,244.81
2025,CONTABILIDAD,beca,203,118,58.1,si,108.75,210.0
2025,CONTABILIDAD,convenio_cci,1,1,,no,240.07,240.07
2025,CONTABILIDAD,distancia,49,45,,no,60.75,180.0
2025,CONTABILIDAD,extraordinario,1,1,,no,,
2025,CONTABILIDAD,ordinario,48,47,,no,108.1,155.44
2025,CONTABILIDAD,precatolica,13,12,,no,105.0,142.57
2025,DERECHO TRASLADO INTERNO II,convenio_cci,8,8,,no,205.25,239.26
2025,DERECHO TRASLADO INTERNO II,extraordinario,13,13,,no,,
2025,DERECHO TRASLADO INTERNO II,ordinario,230,133,57.8,si,155.4,164.07
2025,DERECHO TRASLADO INTERNO II,precatolica,197,146,74.1,si,111.31,133.97
2025,DERECHO TRASLADO INTERNO II,rendimiento_superior,32,25,,no,216.88,242.21
2025,DERECHO TRASLADO INTERNO II,traslado,8,8,,no,,
2025,DISENO GRAFICO PUBLICITARIO,beca,66,31,47.0,si,191.25,204.38
2025,DISENO GRAFICO PUBLICITARIO,distancia,20,17,,no,105.0,165.0
2025,ECONOMIA Y FINANZAS,beca,109,69,63.3,si,187.5,206.25
2025,ECONOMIA Y FINANZAS,distancia,47,46,,no,60.0,168.75
2025,EDUCACION INICIAL,extraordinario,1,1,,no,,
2025,EDUCACION INICIAL,ordinario,26,25,,no,125.24,147.64
2025,EDUCACION INICIAL,precatolica,13,11,,no,99.44,111.81
2025,EDUCACION INICIAL,rendimiento_superior,3,3,,no,250.26,255.89
2025,EDUCACION SECUNDARIA,beca,39,18,46.2,si,195.0,208.12
2025,EDUCACION SECUNDARIA,distancia,57,47,,no,60.0,172.5
2025,ENFERMERIA,extraordinario,11,10,,no,,
2025,ENFERMERIA,ordinario,189,85,45.0,si,132.16,146.89
2025,ENFERMERIA,precatolica,173,68,39.3,si,107.82,126.25
2025,ENFERMERIA,rendimiento_superior,15,15,,no,212.81,240.22
2025,ENFERMERIA,traslado,3,3,,no,,
2025,FARMACIA Y BIOQUIMICA,extraordinario,8,8,,no,,
2025,FARMACIA Y BIOQUIMICA,ordinario,130,121,,no,99.65,144.64
2025,FARMACIA Y BIOQUIMICA,precatolica,53,45,,no,74.85,118.44
2025,FARMACIA Y BIOQUIMICA,rendimiento_superior,5,4,,no,194.34,228.26
2025,FARMACIA Y BIOQUIMICA,traslado,1,1,,no,,
2025,INGENIERIA AGRONOMICA Y AGRICOLA,beca,65,24,36.9,si,191.25,174.38
2025,INGENIERIA AGRONOMICA Y AGRICOLA,distancia,225,166,73.8,si,26.25,136.12
2025,INGENIERIA AMBIENTAL TRASLADO INTERNO II,convenio_cci,2,2,,no,256.45,257.53
2025,INGENIERIA AMBIENTAL TRASLADO INTERNO II,ordinario,66,64,,no,104.02,142.12
2025,INGENIERIA AMBIENTAL TRASLADO INTERNO II,precatolica,17,14,,no,95.15,113.92
2025,INGENIERIA AMBIENTAL TRASLADO INTERNO II,rendimiento_superior,8,6,,si,229.62,242.15
2025,INGENIERIA BIOTECNOLOGICA,convenio_cci,2,2,,no,259.6,267.07
2025,INGENIERIA BIOTECNOLOGICA,extraordinario,6,6,,no,,
2025,INGENIERIA BIOTECNOLOGICA,ordinario,73,72,,no,108.52,161.1
2025,INGENIERIA BIOTECNOLOGICA,precatolica,19,18,,no,75.9,138.07
2025,INGENIERIA BIOTECNOLOGICA,rendimiento_superior,15,12,,no,230.99,253.46
2025,INGENIERIA CIVIL TRASLADO INTERNO II,convenio_cci,2,2,,no,211.81,226.24
2025,INGENIERIA CIVIL TRASLADO INTERNO II,extraordinario,11,9,,no,,
2025,INGENIERIA CIVIL TRASLADO INTERNO II,ordinario,144,125,,no,119.26,149.26
2025,INGENIERIA CIVIL TRASLADO INTERNO II,precatolica,74,61,,no,90.52,127.6
2025,INGENIERIA CIVIL TRASLADO INTERNO II,rendimiento_superior,21,19,,no,201.65,252.15
2025,INGENIERIA COMERCIAL,convenio_cci,3,3,,no,229.99,229.99
2025,INGENIERIA COMERCIAL,extraordinario,3,3,,no,,
2025,INGENIERIA COMERCIAL,ordinario,111,99,,no,126.03,153.12
2025,INGENIERIA COMERCIAL,precatolica,48,44,,no,89.96,134.26
2025,INGENIERIA COMERCIAL,rendimiento_superior,12,12,,no,182.61,243.1
2025,INGENIERIA COMERCIAL,traslado,1,1,,no,,
2025,INGENIERIA DE INDUSTRIA ALIMENTARIA,beca,40,17,42.5,si,187.5,181.88
2025,INGENIERIA DE INDUSTRIA ALIMENTARIA,distancia,35,29,,no,67.5,168.75
2025,INGENIERIA DE MINAS,convenio_cci,2,2,,no,251.27,257.35
2025,INGENIERIA DE MINAS,extraordinario,9,9,,no,,
2025,INGENIERIA DE MINAS,ordinario,92,51,55.4,si,144.5,146.37
2025,INGENIERIA DE MINAS,precatolica,73,50,68.5,si,98.19,118.04
2025,INGENIERIA DE MINAS,rendimiento_superior,12,12,,no,231.14,245.4
2025,INGENIERIA DE MINAS,traslado,2,2,,no,,
2025,INGENIERIA DE SISTEMAS,convenio_cci,4,4,,no,217.09,239.05
2025,INGENIERIA DE SISTEMAS,extraordinario,5,5,,no,,
2025,INGENIERIA DE SISTEMAS,ordinario,142,124,,no,125.59,142.87
2025,INGENIERIA DE SISTEMAS,precatolica,82,65,,no,97.98,126.57
2025,INGENIERIA DE SISTEMAS,rendimiento_superior,15,15,,no,190.67,256.71
2025,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,convenio_cci,9,9,,no,221.28,249.69
2025,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,extraordinario,10,10,,no,,
2025,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,ordinario,166,116,69.9,si,128.22,147.98
2025,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,precatolica,143,115,,no,104.16,128.17
2025,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,rendimiento_superior,44,22,50.0,si,225.71,248.78
2025,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,traslado,6,6,,no,,
2025,INGENIERIA MECANICA ELECTRICA,convenio_cci,1,1,,no,244.22,244.22
2025,INGENIERIA MECANICA ELECTRICA,extraordinario,1,1,,no,,
2025,INGENIERIA MECANICA ELECTRICA,ordinario,102,97,,no,103.78,144.31
2025,INGENIERIA MECANICA ELECTRICA,precatolica,39,33,,no,98.03,129.03
2025,INGENIERIA MECANICA ELECTRICA,rendimiento_superior,5,5,,no,204.82,221.57
2025,INGENIERIA MECANICA ELECTRICA,traslado,2,2,,no,,
2025,INGENIERIA MECATRONICA,convenio_cci,6,6,,no,207.51,233.0
2025,INGENIERIA MECATRONICA,extraordinario,5,4,,no,,
2025,INGENIERIA MECATRONICA,ordinario,88,55,62.5,si,116.75,147.17
2025,INGENIERIA MECATRONICA,precatolica,51,36,70.6,si,112.07,136.25
2025,INGENIERIA MECATRONICA,rendimiento_superior,13,8,,si,248.0,248.46
2025,INGENIERIA MECATRONICA,traslado,1,1,,no,,
2025,MARKETING DIGITAL,beca,32,19,59.4,si,191.25,225.0
2025,MARKETING DIGITAL,distancia,18,15,,no,18.75,187.5
2025,MARKETING Y GESTION COMERCIAL,beca,45,33,73.3,si,187.5,213.75
2025,MARKETING Y GESTION COMERCIAL,distancia,15,14,,no,90.0,181.88
2025,MEDICINA HUMANA TRASLADO INTERNO II,convenio_cci,58,11,19.0,si,142.51,123.76
2025,MEDICINA HUMANA TRASLADO INTERNO II,extraordinario,144,28,19.4,si,,
2025,MEDICINA HUMANA TRASLADO INTERNO II,ordinario,866,85,9.8,si,186.58,167.45
2025,MEDICINA HUMANA TRASLADO INTERNO II,precatolica,1444,78,5.4,si,160.61,143.42
2025,MEDICINA HUMANA TRASLADO INTERNO II,rendimiento_superior,251,14,5.6,si,146.25,116.26
2025,MEDICINA HUMANA TRASLADO INTERNO II,traslado,6,6,,no,,
2025,MEDICINA VETERINARIA Y ZOOTECNIA,convenio_cci,1,1,,no,249.08,249.08
2025,MEDICINA VETERINARIA Y ZOOTECNIA,extraordinario,8,8,,no,,
2025,MEDICINA VETERINARIA Y ZOOTECNIA,ordinario,119,85,71.4,si,124.23,141.69
2025,MEDICINA VETERINARIA Y ZOOTECNIA,precatolica,122,76,62.3,si,107.18,123.71
2025,MEDICINA VETERINARIA Y ZOOTECNIA,rendimiento_superior,11,11,,no,194.14,229.35
2025,MEDICINA VETERINARIA Y ZOOTECNIA,traslado,3,3,,no,,
2025,OBSTETRICIA Y PUERICULTURA,extraordinario,1,1,,no,,
2025,OBSTETRICIA Y PUERICULTURA,ordinario,116,91,,no,116.39,143.83
2025,OBSTETRICIA Y PUERICULTURA,precatolica,69,46,66.7,si,92.28,116.68
2025,OBSTETRICIA Y PUERICULTURA,rendimiento_superior,4,4,,no,213.71,249.71
2025,ODONTOLOGIA,convenio_cci,3,3,,no,224.03,247.66
2025,ODONTOLOGIA,extraordinario,6,6,,no,,
2025,ODONTOLOGIA,ordinario,164,85,51.8,si,146.46,150.03
2025,ODONTOLOGIA,precatolica,175,67,38.3,si,115.85,122.42
2025,ODONTOLOGIA,rendimiento_superior,24,14,58.3,si,230.99,249.05
2025,ODONTOLOGIA,traslado,2,2,,no,,
2025,PSICOLOGIA TRASLADO INTERNO II,convenio_cci,2,2,,no,248.04,248.32
2025,PSICOLOGIA TRASLADO INTERNO II,extraordinario,5,5,,no,,
2025,PSICOLOGIA TRASLADO INTERNO II,ordinario,184,95,51.6,si,152.27,159.39
2025,PSICOLOGIA TRASLADO INTERNO II,precatolica,140,94,67.1,si,96.22,129.17
2025,PSICOLOGIA TRASLADO INTERNO II,rendimiento_superior,19,18,,no,165.42,223.87
2025,PSICOLOGIA TRASLADO INTERNO II,traslado,6,6,,no,,
2025,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,convenio_cci,2,2,,no,239.59,248.89
2025,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,extraordinario,6,6,,no,,
2025,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,ordinario,120,110,,no,115.01,154.59
2025,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,precatolica,50,40,,no,101.81,126.72
2025,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,rendimiento_superior,6,6,,no,229.76,242.31
2025,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,traslado,1,1,,no,,
2025,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,convenio_cci,1,1,,no,227.71,227.71
2025,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,extraordinario,5,5,,no,,
2025,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,ordinario,83,29,34.9,si,148.31,146.13
2025,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,precatolica,71,31,43.7,si,119.1,127.28
