ciclo,carrera,modalidad,postulaciones,ingresantes,tasa_ingreso,denominador_fiable,nota_corte,puntaje_mediana
2025,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,rendimiento_superior,12,5,,si,257.19,255.06
2025,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,traslado,1,1,,no,,
2025,TEOLOGIA,beca,1,1,,no,217.5,217.5
2025,TEOLOGIA,distancia,31,26,,no,71.25,151.88
2025,TRABAJO SOCIAL,beca,72,42,58.3,si,198.75,213.75
2025,TRABAJO SOCIAL,distancia,55,47,,no,48.75,157.5
2025,TURISMO Y GASTRONOMIA,beca,37,20,54.1,si,187.5,213.75
2025,TURISMO Y GASTRONOMIA,distancia,31,27,,no,93.75,168.75
2026,ADMINISTRACION DE EMPRESAS,convenio_cci,11,11,,no,156.72,228.72
2026,ADMINISTRACION DE EMPRESAS,ordinario,131,131,,no,89.06,120.4
2026,ADMINISTRACION DE EMPRESAS,precatolica,23,23,,no,83.52,120.63
2026,ADMINISTRACION DE EMPRESAS,rendimiento_superior,14,14,,no,213.67,249.0
2026,ADMINISTRACION Y GESTION PUBLICA,beca,14,14,,no,254.99,273.76
2026,ADMINISTRACION Y GESTION PUBLICA,distancia,11,11,,no,71.24,205.48
2026,ADMINISTRACION Y MARKETING,beca,6,6,,no,255.0,270.01
2026,ADMINISTRACION Y MARKETING,distancia,14,14,,no,112.5,180.0
2026,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,beca,22,22,,no,101.26,270.0
2026,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,distancia,30,30,,no,90.0,200.62
2026,ARQUITECTURA,convenio_cci,11,11,,no,113.62,229.43
2026,ARQUITECTURA,ordinario,110,110,,no,90.58,115.69
2026,ARQUITECTURA,precatolica,33,33,,no,88.88,124.51
2026,ARQUITECTURA,rendimiento_superior,29,20,69.0,si,223.84,237.78
2026,CIENCIA POLITICA Y GOBIERNO,beca,7,7,,no,262.51,270.01
2026,CIENCIA POLITICA Y GOBIERNO,convenio_cci,5,5,,no,108.02,255.85
2026,CIENCIA POLITICA Y GOBIERNO,distancia,25,25,,no,86.25,221.99
2026,CIENCIA POLITICA Y GOBIERNO,ordinario,33,33,,no,105.22,128.17
2026,CIENCIA POLITICA Y GOBIERNO,precatolica,7,7,,no,84.7,118.6
2026,CIENCIA POLITICA Y GOBIERNO,rendimiento_superior,6,4,,si,248.87,249.81
2026,COMUNICACION SOCIAL TRASLADO INTERNO II,convenio_cci,2,2,,no,179.38,228.7
2026,COMUNICACION SOCIAL TRASLADO INTERNO II,ordinario,38,38,,no,96.92,136.44
2026,COMUNICACION SOCIAL TRASLADO INTERNO II,precatolica,10,10,,no,75.93,121.76
2026,COMUNICACION SOCIAL TRASLADO INTERNO II,rendimiento_superior,9,5,,si,236.85,236.85
2026,CONTABILIDAD,beca,19,19,,no,266.25,273.75
2026,CONTABILIDAD,convenio_cci,4,4,,no,171.6,216.02
2026,CONTABILIDAD,distancia,37,37,,no,68.99,182.9
2026,CONTABILIDAD,ordinario,41,41,,no,95.2,118.23
2026,CONTABILIDAD,precatolica,6,6,,no,88.29,133.0
2026,CONTABILIDAD,rendimiento_superior,4,4,,no,203.01,245.11
2026,DERECHO TRASLADO INTERNO II,convenio_cci,28,28,,no,114.01,233.49
2026,DERECHO TRASLADO INTERNO II,extraordinario,3,3,,no,262.83,265.24
2026,DERECHO TRASLADO INTERNO II,ordinario,208,208,,no,77.99,143.54
2026,DERECHO TRASLADO INTERNO II,precatolica,95,95,,no,94.64,129.93
2026,DERECHO TRASLADO INTERNO II,rendimiento_superior,36,25,69.4,si,227.65,248.22
2026,DERECHO TRASLADO INTERNO II,traslado,6,6,,no,99.66,171.9
2026,DISENO GRAFICO PUBLICITARIO,beca,10,10,,no,221.25,266.26
2026,DISENO GRAFICO PUBLICITARIO,distancia,8,8,,no,82.5,232.5
2026,ECONOMIA Y FINANZAS,beca,21,21,,no,266.25,270.0
2026,ECONOMIA Y FINANZAS,distancia,13,13,,no,108.74,198.75
2026,EDUCACION INICIAL,beca,5,5,,no,270.0,273.75
2026,EDUCACION INICIAL,convenio_cci,1,1,,no,258.0,258.0
2026,EDUCACION INICIAL,distancia,20,20,,no,78.77,127.5
2026,EDUCACION INICIAL,ordinario,26,26,,no,88.95,122.38
2026,EDUCACION INICIAL,precatolica,11,11,,no,78.07,120.09
2026,EDUCACION INICIAL,rendimiento_superior,5,5,,no,221.93,232.62
2026,EDUCACION INICIAL,traslado,1,1,,no,79.96,79.96
2026,EDUCACION PRIMARIA,beca,4,4,,no,266.25,271.87
2026,EDUCACION PRIMARIA,distancia,11,11,,no,75.2,213.76
2026,EDUCACION SECUNDARIA,beca,4,4,,no,266.25,270.0
2026,EDUCACION SECUNDARIA,distancia,27,26,,no,51.0,195.0
2026,ENFERMERIA,convenio_cci,22,22,,no,78.01,173.27
2026,ENFERMERIA,ordinario,93,93,,no,111.73,132.46
2026,ENFERMERIA,precatolica,45,45,,no,100.41,128.19
2026,ENFERMERIA,rendimiento_superior,25,16,64.0,si,230.69,242.13
2026,ENFERMERIA,traslado,4,4,,no,88.38,170.92
2026,FARMACIA Y BIOQUIMICA,convenio_cci,11,11,,no,114.02,195.03
2026,FARMACIA Y BIOQUIMICA,ordinario,104,104,,no,83.38,120.28
2026,FARMACIA Y BIOQUIMICA,precatolica,20,20,,no,87.28,116.02
2026,FARMACIA Y BIOQUIMICA,rendimiento_superior,13,12,,no,198.52,228.26
2026,INGENIERIA AGRONOMICA Y AGRICOLA,beca,5,5,,no,119.99,266.25
2026,INGENIERIA AGRONOMICA Y AGRICOLA,distancia,121,120,,no,65.99,146.25
2026,INGENIERIA AMBIENTAL TRASLADO INTERNO II,ordinario,58,58,,no,88.91,115.84
2026,INGENIERIA AMBIENTAL TRASLADO INTERNO II,precatolica,12,12,,no,90.49,122.0
2026,INGENIERIA AMBIENTAL TRASLADO INTERNO II,rendimiento_superior,8,8,,no,242.12,249.04
2026,INGENIERIA AMBIENTAL TRASLADO INTERNO II,traslado,1,1,,no,146.12,146.12
2026,INGENIERIA BIOMEDICA,convenio_cci,14,14,,no,108.01,141.0
2026,INGENIERIA BIOMEDICA,extraordinario,2,2,,no,262.58,268.49
2026,INGENIERIA BIOMEDICA,ordinario,69,69,,no,86.29,148.61
2026,INGENIERIA BIOMEDICA,precatolica,5,5,,no,72.23,121.41
2026,INGENIERIA BIOMEDICA,traslado,1,1,,no,116.36,116.36
2026,INGENIERIA BIOTECNOLOGICA,convenio_cci,15,15,,no,120.01,254.96
2026,INGENIERIA BIOTECNOLOGICA,ordinario,65,65,,no,102.7,148.36
2026,INGENIERIA BIOTECNOLOGICA,precatolica,21,21,,no,100.33,132.99
2026,INGENIERIA BIOTECNOLOGICA,rendimiento_superior,11,9,,no,242.81,256.71
2026,INGENIERIA BIOTECNOLOGICA,traslado,2,2,,no,126.04,193.99
2026,INGENIERIA CIVIL TRASLADO INTERNO II,convenio_cci,17,17,,no,102.0,225.85
2026,INGENIERIA CIVIL TRASLADO INTERNO II,ordinario,160,160,,no,85.63,122.05
2026,INGENIERIA CIVIL TRASLADO INTERNO II,precatolica,30,30,,no,77.88,126.49
2026,INGENIERIA CIVIL TRASLADO INTERNO II,rendimiento_superior,27,17,63.0,si,231.24,257.35
2026,INGENIERIA COMERCIAL,convenio_cci,9,9,,no,114.01,237.93
2026,INGENIERIA COMERCIAL,extraordinario,1,1,,no,108.0,108.0
2026,INGENIERIA COMERCIAL,ordinario,122,122,,no,95.12,130.21
2026,INGENIERIA COMERCIAL,precatolica,37,37,,no,71.7,125.92
2026,INGENIERIA COMERCIAL,rendimiento_superior,17,14,,no,227.21,257.41
2026,INGENIERIA COMERCIAL,traslado,2,2,,no,121.93,124.84
2026,INGENIERIA DE INDUSTRIA ALIMENTARIA,beca,6,6,,no,105.01,266.25
2026,INGENIERIA DE INDUSTRIA ALIMENTARIA,distancia,15,15,,no,97.5,161.25
2026,INGENIERIA DE MINAS,convenio_cci,9,9,,no,132.41,245.84
2026,INGENIERIA DE MINAS,ordinario,84,84,,no,80.56,130.24
2026,INGENIERIA DE MINAS,precatolica,44,44,,no,102.45,122.27
2026,INGENIERIA DE MINAS,rendimiento_superior,24,15,62.5,si,238.86,244.38
2026,INGENIERIA DE MINAS,traslado,2,2,,no,118.23,186.54
2026,INGENIERIA DE SEGURIDAD INDUSTRIAL Y MINERA,beca,60,60,,no,236.25,273.76
2026,INGENIERIA DE SEGURIDAD INDUSTRIAL Y MINERA,distancia,60,60,,no,72.0,220.52
2026,INGENIERIA DE SISTEMAS,convenio_cci,15,15,,no,120.0,244.39
2026,INGENIERIA DE SISTEMAS,ordinario,155,155,,no,73.09,120.82
2026,INGENIERIA DE SISTEMAS,precatolica,34,34,,no,87.31,120.17
2026,INGENIERIA DE SISTEMAS,rendimiento_superior,25,13,52.0,si,228.83,232.42
2026,INGENIERIA DE SISTEMAS,traslado,1,1,,no,234.85,234.85
2026,INGENIERIA EN INTELIGENCIA ARTIFICIAL,convenio_cci,4,4,,no,84.0,226.08
2026,INGENIERIA EN INTELIGENCIA ARTIFICIAL,ordinario,49,49,,no,96.11,123.7
2026,INGENIERIA EN INTELIGENCIA ARTIFICIAL,precatolica,3,3,,no,127.41,133.39
2026,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,convenio_cci,34,34,,no,102.0,250.66
2026,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,extraordinario,1,1,,no,255.57,255.57
2026,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,ordinario,182,182,,no,88.87,125.35
2026,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,precatolica,73,73,,no,82.41,122.12
2026,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,rendimiento_superior,32,26,,no,225.69,244.03
2026,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,traslado,4,4,,no,83.66,119.41
2026,INGENIERIA MECANICA ELECTRICA,convenio_cci,11,11,,no,114.01,229.01
2026,INGENIERIA MECANICA ELECTRICA,ordinario,89,89,,no,98.69,124.35
2026,INGENIERIA MECANICA ELECTRICA,precatolica,32,32,,no,75.99,127.0
2026,INGENIERIA MECANICA ELECTRICA,rendimiento_superior,17,16,,no,221.25,240.17
2026,INGENIERIA MECANICA ELECTRICA,traslado,2,2,,no,89.69,99.24
2026,INGENIERIA MECATRONICA,convenio_cci,16,16,,no,142.33,252.93
2026,INGENIERIA MECATRONICA,ordinario,59,59,,no,92.62,133.75
2026,INGENIERIA MECATRONICA,precatolica,18,18,,no,105.72,137.31
2026,INGENIERIA MECATRONICA,rendimiento_superior,14,8,,si,227.68,242.38
2026,INGENIERIA MECATRONICA,traslado,2,2,,no,130.75,152.16
2026,MEDICINA HUMANA TRASLADO INTERNO II,convenio_cci,99,40,40.4,si,138.0,131.99
2026,MEDICINA HUMANA TRASLADO INTERNO II,ordinario,88,88,,no,171.08,190.14
2026,MEDICINA HUMANA TRASLADO INTERNO II,precatolica,52,52,,no,165.85,186.17
2026,MEDICINA HUMANA TRASLADO INTERNO II,rendimiento_superior,355,11,3.1,si,156.0,113.98
2026,MEDICINA HUMANA TRASLADO INTERNO II,traslado,5,5,,no,151.82,156.01
2026,MEDICINA VETERINARIA Y ZOOTECNIA,convenio_cci,12,12,,no,102.01,167.51
2026,MEDICINA VETERINARIA Y ZOOTECNIA,extraordinario,2,2,,no,83.99,144.55
2026,MEDICINA VETERINARIA Y ZOOTECNIA,ordinario,111,111,,no,77.99,122.07
2026,MEDICINA VETERINARIA Y ZOOTECNIA,precatolica,48,48,,no,113.32,127.83
2026,MEDICINA VETERINARIA Y ZOOTECNIA,rendimiento_superior,10,10,,no,225.96,235.55
2026,MEDICINA VETERINARIA Y ZOOTECNIA,traslado,2,2,,no,77.44,155.22
2026,OBSTETRICIA Y PUERICULTURA,convenio_cci,5,5,,no,215.77,231.31
2026,OBSTETRICIA Y PUERICULTURA,ordinario,104,104,,no,81.36,118.21
2026,OBSTETRICIA Y PUERICULTURA,precatolica,16,16,,no,78.43,125.78
2026,OBSTETRICIA Y PUERICULTURA,rendimiento_superior,6,6,,no,215.0,241.98
2026,OBSTETRICIA Y PUERICULTURA,traslado,2,2,,no,89.36,90.99
2026,ODONTOLOGIA,convenio_cci,17,17,,no,83.99,150.0
2026,ODONTOLOGIA,ordinario,87,87,,no,112.83,130.78
2026,ODONTOLOGIA,precatolica,52,52,,no,112.93,128.67
2026,ODONTOLOGIA,rendimiento_superior,20,18,,no,191.14,242.18
2026,ODONTOLOGIA,traslado,4,4,,no,93.35,122.88
2026,PSICOLOGIA TRASLADO INTERNO II,convenio_cci,17,17,,no,84.0,221.42
2026,PSICOLOGIA TRASLADO INTERNO II,ordinario,108,108,,no,116.06,141.75
2026,PSICOLOGIA TRASLADO INTERNO II,precatolica,52,52,,no,72.64,134.85
2026,PSICOLOGIA TRASLADO INTERNO II,rendimiento_superior,20,19,,no,210.62,239.81
2026,PSICOLOGIA TRASLADO INTERNO II,traslado,1,1,,no,122.14,122.14
2026,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,convenio_cci,4,4,,no,241.12,249.5
2026,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,ordinario,112,112,,no,92.99,129.89
2026,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,precatolica,18,18,,no,97.57,132.05
2026,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,rendimiento_superior,5,5,,no,191.38,253.45
2026,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,traslado,1,1,,no,117.18,117.18
2026,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,convenio_cci,10,9,,no,84.02,192.63
2026,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,ordinario,30,30,,no,121.72,139.91
2026,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,precatolica,23,23,,no,90.85,123.88
2026,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,rendimiento_superior,7,4,,si,250.72,250.72
2026,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,traslado,1,1,,no,263.16,263.16
2026,TEOLOGIA,distancia,23,23,,no,48.73,153.75
2026,TRABAJO SOCIAL,beca,14,14,,no,247.49,268.12
2026,TRABAJO SOCIAL,distancia,52,51,,no,41.25,142.5
2026,TURISMO Y GASTRONOMIA,beca,5,5,,no,266.25,273.75
2026,TURISMO Y GASTRONOMIA,distancia,13,13,,no,78.75,157.5
2027,ADMINISTRACION DE EMPRESAS,convenio_cci,9,9,,no,241.3,251.15
2027,ADMINISTRACION DE EMPRESAS,ordinario,48,48,,no,81.0,121.47
2027,ADMINISTRACION DE EMPRESAS,precatolica,9,9,,no,105.76,126.1
2027,ADMINISTRACION DE EMPRESAS,rendimiento_superior,8,8,,no,221.21,229.75
2027,ARQUITECTURA,convenio_cci,11,11,,no,239.62,254.88
2027,ARQUITECTURA,ordinario,29,29,,no,92.22,118.2
2027,ARQUITECTURA,precatolica,9,9,,no,98.9,124.38
2027,ARQUITECTURA,rendimiento_superior,8,8,,no,230.41,244.19
2027,CIENCIA POLITICA Y GOBIERNO,convenio_cci,4,4,,no,249.08,253.4
2027,CIENCIA POLITICA Y GOBIERNO,ordinario,8,8,,no,117.74,145.13
2027,CIENCIA POLITICA Y GOBIERNO,precatolica,1,1,,no,127.27,127.27
2027,CIENCIA POLITICA Y GOBIERNO,rendimiento_superior,6,6,,no,113.6,256.53
2027,COMUNICACION SOCIAL TRASLADO INTERNO II,convenio_cci,1,1,,no,236.22,236.22
2027,COMUNICACION SOCIAL TRASLADO INTERNO II,ordinario,11,11,,no,111.9,134.49
2027,COMUNICACION SOCIAL TRASLADO INTERNO II,precatolica,3,3,,no,100.8,127.44
2027,COMUNICACION SOCIAL TRASLADO INTERNO II,rendimiento_superior,5,5,,no,247.62,252.77
2027,CONTABILIDAD,convenio_cci,1,1,,no,266.38,266.38
2027,CONTABILIDAD,ordinario,9,9,,no,98.99,132.15
2027,CONTABILIDAD,precatolica,2,2,,no,120.01,130.96
2027,CONTABILIDAD,rendimiento_superior,1,1,,no,198.99,198.99
2027,DERECHO TRASLADO INTERNO II,convenio_cci,28,28,,no,230.65,251.01
2027,DERECHO TRASLADO INTERNO II,ordinario,96,96,,no,99.97,131.53
2027,DERECHO TRASLADO INTERNO II,precatolica,43,43,,no,99.94,137.95
2027,DERECHO TRASLADO INTERNO II,rendimiento_superior,21,21,,no,249.53,275.35
2027,EDUCACION INICIAL,convenio_cci,1,1,,no,238.83,238.83
2027,EDUCACION INICIAL,ordinario,11,11,,no,96.19,117.66
2027,EDUCACION INICIAL,precatolica,3,3,,no,100.9,120.61
2027,EDUCACION INICIAL,rendimiento_superior,4,4,,no,234.61,254.02
2027,ENFERMERIA,convenio_cci,5,5,,no,228.31,236.38
2027,ENFERMERIA,ordinario,47,47,,no,99.7,127.99
2027,ENFERMERIA,precatolica,32,32,,no,101.54,121.07
2027,ENFERMERIA,rendimiento_superior,14,14,,no,229.62,257.65
2027,FARMACIA Y BIOQUIMICA,convenio_cci,3,3,,no,236.44,254.7
2027,FARMACIA Y BIOQUIMICA,ordinario,29,29,,no,78.0,120.51
2027,FARMACIA Y BIOQUIMICA,precatolica,7,7,,no,109.81,119.68
2027,FARMACIA Y BIOQUIMICA,rendimiento_superior,6,6,,no,235.97,258.19
2027,INGENIERIA AMBIENTAL TRASLADO INTERNO II,convenio_cci,1,1,,no,265.35,265.35
2027,INGENIERIA AMBIENTAL TRASLADO INTERNO II,ordinario,7,7,,no,94.82,117.52
2027,INGENIERIA AMBIENTAL TRASLADO INTERNO II,precatolica,3,3,,no,102.79,113.53
2027,INGENIERIA AMBIENTAL TRASLADO INTERNO II,rendimiento_superior,2,2,,no,249.99,257.23
2027,INGENIERIA BIOMEDICA,convenio_cci,1,1,,no,287.08,287.08
2027,INGENIERIA BIOMEDICA,ordinario,20,20,,no,99.52,122.48
2027,INGENIERIA BIOMEDICA,precatolica,3,3,,no,78.15,124.48
2027,INGENIERIA BIOMEDICA,rendimiento_superior,5,5,,no,224.31,235.8
2027,INGENIERIA BIOTECNOLOGICA,convenio_cci,3,3,,no,242.51,262.91
2027,INGENIERIA BIOTECNOLOGICA,ordinario,19,19,,no,93.79,130.0
2027,INGENIERIA BIOTECNOLOGICA,precatolica,9,9,,no,86.74,130.37
2027,INGENIERIA BIOTECNOLOGICA,rendimiento_superior,8,8,,no,249.92,265.87
2027,INGENIERIA CIVIL TRASLADO INTERNO II,convenio_cci,15,15,,no,254.05,262.49
2027,INGENIERIA CIVIL TRASLADO INTERNO II,ordinario,38,38,,no,77.36,122.47
2027,INGENIERIA CIVIL TRASLADO INTERNO II,precatolica,15,15,,no,102.93,118.23
2027,INGENIERIA CIVIL TRASLADO INTERNO II,rendimiento_superior,12,12,,no,223.8,250.27
2027,INGENIERIA COMERCIAL,convenio_cci,8,8,,no,203.76,255.78
2027,INGENIERIA COMERCIAL,ordinario,41,41,,no,82.43,131.28
2027,INGENIERIA COMERCIAL,precatolica,13,13,,no,111.0,136.42
2027,INGENIERIA COMERCIAL,rendimiento_superior,8,8,,no,203.59,250.41
2027,INGENIERIA DE MINAS,convenio_cci,11,11,,no,214.59,243.65
2027,INGENIERIA DE MINAS,ordinario,46,46,,no,98.39,120.0
2027,INGENIERIA DE MINAS,precatolica,25,25,,no,88.3,120.22
2027,INGENIERIA DE MINAS,rendimiento_superior,11,11,,no,226.46,263.01
2027,INGENIERIA DE SISTEMAS,convenio_cci,15,15,,no,207.89,241.42
2027,INGENIERIA DE SISTEMAS,ordinario,49,49,,no,86.83,117.0
2027,INGENIERIA DE SISTEMAS,precatolica,24,24,,no,99.22,115.22
2027,INGENIERIA DE SISTEMAS,rendimiento_superior,12,12,,no,222.17,251.55
2027,INGENIERIA EN INTELIGENCIA ARTIFICIAL,convenio_cci,1,1,,no,269.86,269.86
2027,INGENIERIA EN INTELIGENCIA ARTIFICIAL,ordinario,10,10,,no,106.73,124.84
2027,INGENIERIA EN INTELIGENCIA ARTIFICIAL,precatolica,5,5,,no,92.28,143.36
2027,INGENIERIA EN INTELIGENCIA ARTIFICIAL,rendimiento_superior,4,4,,no,249.99,257.34
2027,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,convenio_cci,24,24,,no,244.65,252.3
2027,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,ordinario,69,69,,no,86.71,120.54
2027,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,precatolica,33,33,,no,86.77,113.27
2027,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,rendimiento_superior,17,17,,no,224.65,236.82
2027,INGENIERIA MECANICA ELECTRICA,convenio_cci,6,6,,no,246.31,264.54
2027,INGENIERIA MECANICA ELECTRICA,extraordinario,1,1,,no,122.51,122.51
2027,INGENIERIA MECANICA ELECTRICA,ordinario,38,38,,no,78.0,116.03
2027,INGENIERIA MECANICA ELECTRICA,precatolica,16,16,,no,105.77,112.12
2027,INGENIERIA MECANICA ELECTRICA,rendimiento_superior,9,9,,no,251.58,256.81
2027,INGENIERIA MECATRONICA,convenio_cci,5,5,,no,242.51,245.25
2027,INGENIERIA MECATRONICA,ordinario,34,34,,no,100.2,130.09
2027,INGENIERIA MECATRONICA,precatolica,9,9,,no,106.83,125.2
2027,INGENIERIA MECATRONICA,rendimiento_superior,8,8,,no,243.45,254.04
2027,MEDICINA HUMANA TRASLADO INTERNO II,convenio_cci,9,9,,no,156.01,174.0
2027,MEDICINA HUMANA TRASLADO INTERNO II,ordinario,43,43,,no,152.62,174.96
2027,MEDICINA HUMANA TRASLADO INTERNO II,precatolica,26,26,,no,163.91,176.53
2027,MEDICINA HUMANA TRASLADO INTERNO II,rendimiento_superior,11,11,,no,161.99,191.99
2027,MEDICINA VETERINARIA Y ZOOTECNIA,convenio_cci,8,8,,no,208.17,236.95
2027,MEDICINA VETERINARIA Y ZOOTECNIA,ordinario,33,33,,no,108.74,121.71
2027,MEDICINA VETERINARIA Y ZOOTECNIA,precatolica,20,20,,no,109.59,128.66
2027,MEDICINA VETERINARIA Y ZOOTECNIA,rendimiento_superior,8,8,,no,235.3,260.26
2027,OBSTETRICIA Y PUERICULTURA,ordinario,28,28,,no,92.56,114.69
2027,OBSTETRICIA Y PUERICULTURA,precatolica,16,16,,no,93.9,117.28
2027,OBSTETRICIA Y PUERICULTURA,rendimiento_superior,4,4,,no,224.12,228.47
2027,ODONTOLOGIA,convenio_cci,9,9,,no,227.64,235.51
2027,ODONTOLOGIA,ordinario,36,36,,no,124.73,136.12
2027,ODONTOLOGIA,precatolica,22,22,,no,104.7,131.8
2027,ODONTOLOGIA,rendimiento_superior,9,9,,no,259.08,263.15
2027,PSICOLOGIA TRASLADO INTERNO II,convenio_cci,12,12,,no,224.55,227.77
2027,PSICOLOGIA TRASLADO INTERNO II,ordinario,43,43,,no,111.21,131.46
2027,PSICOLOGIA TRASLADO INTERNO II,precatolica,26,26,,no,80.23,134.05
2027,PSICOLOGIA TRASLADO INTERNO II,rendimiento_superior,11,11,,no,205.21,267.76
2027,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,convenio_cci,7,7,,no,92.0,231.5
2027,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,ordinario,30,30,,no,78.81,129.33
2027,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,precatolica,7,7,,no,110.86,132.66
2027,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,rendimiento_superior,4,4,,no,250.71,258.73
2027,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,convenio_cci,1,1,,no,254.03,254.03
2027,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,ordinario,15,15,,no,124.88,135.63
2027,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,precatolica,9,9,,no,107.98,131.6
2027,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,rendimiento_superior,4,4,,no,234.71,240.53
