archivo,ciclo,tipo,proceso,fecha_examen,paginas,ruta,paginas_texto,familia,condiciones,columnas,n_puntajes,n_codigos,n_nombres,n_cortes,utilidad
ingresantes_ucsm_2014_2015.pdf,2015,,,,,data/raw/2015/ingresantes_ucsm_2014_2015.pdf,1,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2016TEN.pdf,2016,traslado,,,4,data/raw/2016/2016TEN.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017DD.pdf,2017,otro,,,1,data/raw/2017/2017DD.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017IIImajes.pdf,2017,otro,,,2,data/raw/2017/2017IIImajes.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017II/GyT.pdf,2017,otro,,,2,data/raw/2017/2017II__GyT.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017II/IET.pdf,2017,otro,,,1,data/raw/2017/2017II__IET.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017II/TEI.pdf,2017,traslado,,,1,data/raw/2017/2017II__TEI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017II/TEN.pdf,2017,traslado,,,3,data/raw/2017/2017II__TEN.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017II/TI.pdf,2017,otro,,,2,data/raw/2017/2017II__TI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017II/TIS.pdf,2017,otro,,,1,data/raw/2017/2017II__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017I/EBS.pdf,2017,otro,,,1,data/raw/2017/2017I__EBS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017I/IA.pdf,2017,otro,,,1,data/raw/2017/2017I__IA.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017I/TI.pdf,2017,otro,,,3,data/raw/2017/2017I__TI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017I/TIS.pdf,2017,otro,,,1,data/raw/2017/2017I__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2017PP.pdf,2017,otro,,,6,data/raw/2017/2017PP.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
RESULTADOS2017II.pdf,2017,,,,,data/raw/2017/RESULTADOS2017II.pdf,2,DEVEXP,,,0,0,0,0,vacio_para_regex
RESULTADO_CPU-III_2017salud.pdf,2017,,,,,data/raw/2017/RESULTADO_CPU-III_2017salud.pdf,2,MS-OFFICE,,,0,0,0,0,vacio_para_regex
simulacro2017I.pdf,2017,otro,,,9,data/raw/2017/simulacro2017I.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018IIImajes.pdf,2018,otro,,,1,data/raw/2018/2018IIImajes.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018II/GyT.pdf,2018,otro,,,2,data/raw/2018/2018II__GyT.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018II/TEI.pdf,2018,traslado,,,1,data/raw/2018/2018II__TEI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018II/TEN.pdf,2018,traslado,,,2,data/raw/2018/2018II__TEN.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018II/TI.pdf,2018,otro,,,3,data/raw/2018/2018II__TI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018II/TIS.pdf,2018,otro,,,1,data/raw/2018/2018II__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/DD.pdf,2018,otro,,,1,data/raw/2018/2018I__DD.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/EBS.pdf,2018,otro,,,1,data/raw/2018/2018I__EBS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/GyT.pdf,2018,otro,,,2,data/raw/2018/2018I__GyT.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/IA.pdf,2018,otro,,,1,data/raw/2018/2018I__IA.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/IEPD.pdf,2018,otro,,,1,data/raw/2018/2018I__IEPD.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/PP.pdf,2018,otro,,,6,data/raw/2018/2018I__PP.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/TEI.pdf,2018,traslado,,,1,data/raw/2018/2018I__TEI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/TEN.pdf,2018,traslado,,,3,data/raw/2018/2018I__TEN.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/TI.pdf,2018,otro,,,3,data/raw/2018/2018I__TI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/TIS.pdf,2018,otro,,,1,data/raw/2018/2018I__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/TS.pdf,2018,otro,,,1,data/raw/2018/2018I__TS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018I/TSU.pdf,2018,otro,,,1,data/raw/2018/2018I__TSU.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2018TSrs.pdf,2018,otro,,,4,data/raw/2018/2018TSrs.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019BecaPRONABEC.pdf,2019,beca,,,3,data/raw/2019/2019BecaPRONABEC.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019IET.pdf,2019,otro,,15/10/2018,1,data/raw/2019/2019IET.pdf,1,DEVEXP,INGRESO,Condición|Código|Nombre|Ord.|Total,3,0,0,0,solo_ingresantes
2019II/GyT.pdf,2019,otro,,,1,data/raw/2019/2019II__GyT.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019II/TEI.pdf,2019,traslado,,,1,data/raw/2019/2019II__TEI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019II/TEN.pdf,2019,traslado,,,3,data/raw/2019/2019II__TEN.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019II/TI.pdf,2019,otro,,,2,data/raw/2019/2019II__TI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019II/TIS.pdf,2019,otro,,,1,data/raw/2019/2019II__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/CAB.pdf,2019,otro,,,1,data/raw/2019/2019I__CAB.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/DD.pdf,2019,otro,,,1,data/raw/2019/2019I__DD.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/EBS.pdf,2019,otro,,,1,data/raw/2019/2019I__EBS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/GyT.pdf,2019,otro,,,2,data/raw/2019/2019I__GyT.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/IA.pdf,2019,otro,,,2,data/raw/2019/2019I__IA.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/IEPD.pdf,2019,otro,,,1,data/raw/2019/2019I__IEPD.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/IES.pdf,2019,otro,,,1,data/raw/2019/2019I__IES.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/IET.pdf,2019,otro,,,1,data/raw/2019/2019I__IET.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
2019I/PP.pdf,2019,otro,,,6,data/raw/2019/2019I__PP.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/TEI.pdf,2019,traslado,,,1,data/raw/2019/2019I__TEI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/TEN.pdf,2019,traslado,,,3,data/raw/2019/2019I__TEN.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/TI.pdf,2019,otro,,,2,data/raw/2019/2019I__TI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019I/TIS.pdf,2019,otro,,,1,data/raw/2019/2019I__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2019TSUPAQP.pdf,2019,tercio_superior,,15/10/2018,25,data/raw/2019/2019TSUPAQP.pdf,25,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Ord.|Total,261,0,145,0,con_denominador
2019TSUPAQP2.pdf,2019,tercio_superior,,10/12/2018,15,data/raw/2019/2019TSUPAQP2.pdf,15,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Ord.|Total,47,0,31,0,con_denominador
2019TSUPOTRAS.pdf,2019,tercio_superior,,15/10/2018,15,data/raw/2019/2019TSUPOTRAS.pdf,15,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Ord.|Total,84,0,48,0,con_denominador
2020COBERII_CS.pdf,2020,convenio_cci,,,1,data/raw/2020/2020COBERII_CS.pdf,2,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020I/CAB.pdf,2020,otro,,,1,data/raw/2020/2020I__CAB.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020I/EBS.pdf,2020,otro,,,1,data/raw/2020/2020I__EBS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020I/GyT.pdf,2020,otro,,,1,data/raw/2020/2020I__GyT.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020I/PP.pdf,2020,otro,,,6,data/raw/2020/2020I__PP.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020I/TENCSC.pdf,2020,traslado,,,9,data/raw/2020/2020I__TENCSC.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020I/TIS.pdf,2020,otro,,,1,data/raw/2020/2020I__TIS.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020NIVEII_CS.pdf,2020,otro,,,1,data/raw/2020/2020NIVEII_CS.pdf,2,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020PBHD.pdf,2020,beca,PRONABEC - BECA EXCELENCIA HIJOS DOCENTES,19/06/2019,10,data/raw/2020/2020PBHD.pdf,10,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Ord.|Total,22,0,12,0,con_denominador
2020TSupAQP.pdf,2020,tercio_superior,,,39,data/raw/2020/2020TSupAQP.pdf,2,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2020TSupES.pdf,2020,tercio_superior,,18/06/2019,28,data/raw/2020/2020TSupES.pdf,28,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Ord.|Total,177,0,155,0,con_denominador
2020TSupOREG.pdf,2020,tercio_superior,,18/06/2019,27,data/raw/2020/2020TSupOREG.pdf,34,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Ord.|Total,232,0,159,0,con_denominador
RESULTADOS_SALUD_3EG2020.pdf,2020,,,,,data/raw/2020/RESULTADOS_SALUD_3EG2020.pdf,2,MS-OFFICE,,,0,0,0,0,vacio_para_regex
majes2020.pdf,2020,ordinario,RESULTADOS EXAMEN ORDINARIO MAJES 2020,09/03/2020,3,data/raw/2020/majes2020.pdf,3,DEVEXP,INGRESO,Condición|Código|Nombre|Ord.|Total,21,0,3,3,solo_ingresantes
primer-EXAMEN_GENERAL_2020.pdf,2020,,,,,data/raw/2020/primer-EXAMEN_GENERAL_2020.pdf,1,MS-OFFICE,,,0,0,2,0,sin_datos_tabulares
2021COBERII.pdf,2021,convenio_cci,COBERTURA DE METAS SEGUNDO EXAMEN GENERAL 2021,11/02/2021,10,data/raw/2021/2021COBERII.pdf,10,DEVEXP,INGRESO,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,49,13,25,10,solo_ingresantes
Aptos2021ExtraordinarioI.pdf,2021,extraordinario,,,16,data/raw/2021/Aptos2021ExtraordinarioI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
Aptos2021ExtraordinarioII.pdf,2021,extraordinario,,,5,data/raw/2021/Aptos2021ExtraordinarioII.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
Aptos2021ExtraordinarioII_3.pdf,2021,extraordinario,,,5,data/raw/2021/Aptos2021ExtraordinarioII_3.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
Aptos2021ExtraordinarioIold.pdf,2021,extraordinario,,,16,data/raw/2021/Aptos2021ExtraordinarioIold.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
EG2021I.pdf,2021,ordinario,PRIMER EXAMEN GENERAL 2021 - PRIMERA POSTULACION,31/08/2020,67,data/raw/2021/EG2021I.pdf,67,DEVEXP,INGRESO|NC|NO INGRESO,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,3412,1130,1554,58,con_denominador
EG2021II.pdf,2021,ordinario,SEGUNDO EXAMEN GENERAL 2021,21/12/2020,70,data/raw/2021/EG2021II.pdf,70,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,4110,1376,2077,59,con_denominador
EG2021III.pdf,2021,ordinario,TERCER EXAMEN GENERAL 2021,01/03/2021,78,data/raw/2021/EG2021III.pdf,78,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,5971,1987,2902,64,con_denominador
EG2021IIIsalud.pdf,2021,otro,,,8,data/raw/2021/EG2021IIIsalud.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
EG2021IIsalud.pdf,2021,otro,,,4,data/raw/2021/EG2021IIsalud.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
Extraordinario20211.pdf,2021,extraordinario,EXAMEN EXTRAORDINARIO 2021 I - DEPORTISTAS DESTACADOS,22/02/2021,89,data/raw/2021/Extraordinario20211.pdf,89,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,1332,455,607,0,con_denominador
Extraordinario20212.pdf,2021,traslado,EXAMEN EXTRAORDINARIO 2021 II - TRASLADO EXTERNO NACIONAL II,08/08/2021,35,data/raw/2021/Extraordinario20212.pdf,35,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,297,101,155,0,con_denominador
Extraordinario20212final.pdf,2021,traslado,EXAMEN EXTRAORDINARIO 2021 II - TRASLADO EXTERNO NACIONAL II,24/08/2021,35,data/raw/2021/Extraordinario20212final.pdf,35,DEVEXP,INGRESO|NC,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,183,62,80,0,solo_ingresantes
PRONABEC2021.pdf,2021,beca,PRONABEC BECA-18 2021,01/03/2021,34,data/raw/2021/PRONABEC2021.pdf,34,DEVEXP,NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,1372,515,756,31,puntajes_sin_condicion
TercioSuperior2021.pdf,2021,tercio_superior,CONCURSO DE ADMISION 2021 - TERCIO SUPERIOR - AREQUIPA,22/08/2020,45,data/raw/2021/TercioSuperior2021.pdf,45,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,849,292,454,0,con_denominador
precatolica2021-I.pdf,2021,precatolica,PRECATOLICA 2021-I - AREQUIPA,18/08/2020,121,data/raw/2021/precatolica2021-I.pdf,121,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,2387,757,1314,116,con_denominador
precatolica2021-II.pdf,2021,precatolica,PRECATOLICA 2021-II - AREQUIPA,13/12/2020,116,data/raw/2021/precatolica2021-II.pdf,123,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,2402,774,1350,113,con_denominador
precatolica2021-III.pdf,2021,precatolica,PRECATOLICA 2021-III - AREQUIPA,20/02/2021,124,data/raw/2021/precatolica2021-III.pdf,124,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,2451,783,1342,122,con_denominador
precatolica2021-Isalud.pdf,2021,precatolica,,,3,data/raw/2021/precatolica2021-Isalud.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
puntajes_EG2021I.pdf,2021,otro,,,23,data/raw/2021/puntajes_EG2021I.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
puntajes_EG2021III.pdf,2021,otro,,,38,data/raw/2021/puntajes_EG2021III.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
2022CCI-I.pdf,2022,convenio_cci,,,1,data/raw/2022/2022CCI-I.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
Aptos2022CCI.pdf,2022,convenio_cci,,,1,data/raw/2022/Aptos2022CCI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
Aptos2022ExtraordinarioI.pdf,2022,extraordinario,,,8,data/raw/2022/Aptos2022ExtraordinarioI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
Aptos2022ExtraordinarioII.pdf,2022,extraordinario,,,4,data/raw/2022/Aptos2022ExtraordinarioII.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
Aptos2022TS.pdf,2022,lista_aptos,,,8,data/raw/2022/Aptos2022TS.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
EG2022I.pdf,2022,ordinario,PRIMER EXAMEN GENERAL 2022,30/08/2021,70,data/raw/2022/EG2022I.pdf,70,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,4846,1641,2431,56,con_denominador
EG2022II.pdf,2022,ordinario,SEGUNDO EXAMEN ORDINARIO 2022,19/12/2021,71,data/raw/2022/EG2022II.pdf,71,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,5170,1739,2511,55,con_denominador
EG2022III.pdf,2022,ordinario,TERCER EXAMEN ORDINARIO 2022,28/02/2022,76,data/raw/2022/EG2022III.pdf,76,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,6125,2083,2673,56,con_denominador
EG2022IIIsalud.pdf,2022,otro,,,7,data/raw/2022/EG2022IIIsalud.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
EG2022IIsalud.pdf,2022,otro,,,6,data/raw/2022/EG2022IIsalud.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
EG2022Ifinal.pdf,2022,ordinario,PRIMER EXAMEN ORDINARIO 2022,07/09/2021,56,data/raw/2022/EG2022Ifinal.pdf,56,DEVEXP,INGRESO|NC|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,2274,742,732,56,solo_ingresantes
EG2022Isalud.pdf,2022,otro,,,4,data/raw/2022/EG2022Isalud.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
Extraordinario20221.pdf,2022,extraordinario,,,78,data/raw/2022/Extraordinario20221.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
Extraordinario20222.pdf,2022,traslado,EXAMEN EXTRAORDINARIO 2022 II - TRASLADO EXTERNO NACIONAL II,07/08/2022,35,data/raw/2022/Extraordinario20222.pdf,35,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,341,116,174,0,con_denominador
Nivelacion2022.pdf,2022,complementario,,09/03/2022,26,data/raw/2022/Nivelacion2022.pdf,26,DEVEXP,INGRESO|NO INGRESO,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,275,83,102,26,con_denominador
NoAptos2022ExtraordinarioI.pdf,2022,extraordinario,,,23,data/raw/2022/NoAptos2022ExtraordinarioI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
PRONABEC2022.pdf,2022,beca,,28/02/2022,22,data/raw/2022/PRONABEC2022.pdf,22,DEVEXP,NC|NSP,Condición|Código|Nombre|Nota 01|Ord.|Total,222,142,217,0,puntajes_sin_condicion
Rechazados2022ExtraordinarioI.pdf,2022,extraordinario,,,3,data/raw/2022/Rechazados2022ExtraordinarioI.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
TercioSuperior2022.pdf,2022,tercio_superior,CONCURSO DE ADMISION 2022 - TERCIO SUPERIOR - AREQUIPA,27/06/2021,55,data/raw/2022/TercioSuperior2022.pdf,55,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,1179,395,580,0,con_denominador
TercioSuperior2022final.pdf,2022,otro,,,3,data/raw/2022/TercioSuperior2022final.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
indicacionespromedioEG2022II.pdf,2022,otro,,,1,data/raw/2022/indicacionespromedioEG2022II.pdf,0,DEVEXP,,,0,0,0,0,vacio_para_regex
precatolica2022-I.pdf,2022,precatolica,PRECATOLICA 2022-I - AREQUIPA,08/08/2021,111,data/raw/2022/precatolica2022-I.pdf,111,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,3029,1022,1655,107,con_denominador
precatolica2022-II.pdf,2022,precatolica,PRECATOLICA 2022-II - AREQUIPA,13/12/2021,109,data/raw/2022/precatolica2022-II.pdf,109,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,3383,1133,1803,103,con_denominador
precatolica2022-III.pdf,2022,precatolica,PRECATOLICA 2022-III - AREQUIPA,20/02/2022,102,data/raw/2022/precatolica2022-III.pdf,109,DEVEXP,INGRESO|NC|NO INGRESO|NSP,Condición|Código|Nombre|Nota 01|Nota 02|Ord.|Total,3136,1062,1648,97,con_denominador
precatolica2022-IIIsalud.pdf,2022,precatolica,,,5,data/raw/2022/precatolica2022-IIIsalud.pdf,0,MS-OFFICE,,,0,0,0,0,vacio_para_regex
